Jenis Usaha,Provinsi,Jenis Ikan,Tahun,Volume Produksi,Nilai Produksi
TANGKAP LAUT,ACEH,CAKALANG,2010,12136,179000088
TANGKAP LAUT,ACEH,CAKALANG,2011,10863,174598742
TANGKAP LAUT,ACEH,CAKALANG,2012,10894,235586214
TANGKAP LAUT,ACEH,CAKALANG,2013,10909,207277012
TANGKAP LAUT,ACEH,CAKALANG,2014,10604,209074506
TANGKAP LAUT,ACEH,CAKALANG,2015,12084,222014343
TANGKAP LAUT,ACEH,CAKALANG,2016,13493,317764236
TANGKAP LAUT,ACEH,CAKALANG,2017,19072,398875669
TANGKAP LAUT,ACEH,CAKALANG,2018,31396,958542791
TANGKAP LAUT,ACEH,CAKALANG,2019,33160,771956734
TANGKAP LAUT,ACEH,CAKALANG,2020,38348,976795300
TANGKAP LAUT,ACEH,CAKALANG,2021,23398,649647945
TANGKAP LAUT,ACEH,CAKALANG,2022,39716,1017842542
TANGKAP LAUT,ACEH,KAKAP,2010,2945,81775866
TANGKAP LAUT,ACEH,KAKAP,2011,4465,121963238
TANGKAP LAUT,ACEH,KAKAP,2012,4074,120357955
TANGKAP LAUT,ACEH,KAKAP,2013,2048,135992630
TANGKAP LAUT,ACEH,KAKAP,2014,2056,146257227
TANGKAP LAUT,ACEH,KAKAP,2015,5249,185510386
TANGKAP LAUT,ACEH,KAKAP,2016,6248,223414801
TANGKAP LAUT,ACEH,KAKAP,2017,35580,1675803014
TANGKAP LAUT,ACEH,KAKAP,2018,5188,196832475
TANGKAP LAUT,ACEH,KAKAP,2019,9192,350146831
TANGKAP LAUT,ACEH,KAKAP,2020,10929,413008502
TANGKAP LAUT,ACEH,KAKAP,2021,8934,326990932
TANGKAP LAUT,ACEH,KAKAP,2022,9809,435260829
TANGKAP LAUT,ACEH,KERAPU,2010,3196,110028406
TANGKAP LAUT,ACEH,KERAPU,2011,4057,144358436
TANGKAP LAUT,ACEH,KERAPU,2012,3813,130294485
TANGKAP LAUT,ACEH,KERAPU,2013,4753,154246204
TANGKAP LAUT,ACEH,KERAPU,2014,4604,161404878
TANGKAP LAUT,ACEH,KERAPU,2015,5872,235105218
TANGKAP LAUT,ACEH,KERAPU,2016,6318,225832249
TANGKAP LAUT,ACEH,KERAPU,2017,3207,133966597
TANGKAP LAUT,ACEH,KERAPU,2018,4980,451031357
TANGKAP LAUT,ACEH,KERAPU,2019,8208,521951869
TANGKAP LAUT,ACEH,KERAPU,2020,8736,504407163
TANGKAP LAUT,ACEH,KERAPU,2021,9595,519873312
TANGKAP LAUT,ACEH,KERAPU,2022,7130,361783304
TANGKAP LAUT,ACEH,SARDEN,2020,307,6389956
TANGKAP LAUT,ACEH,SARDEN,2021,309,5673230
TANGKAP LAUT,ACEH,SARDEN,2022,267,3850534
TANGKAP LAUT,ACEH,TONGKOL,2010,27081,378635961
TANGKAP LAUT,ACEH,TONGKOL,2011,26461,373660125
TANGKAP LAUT,ACEH,TONGKOL,2012,29595,477028843
TANGKAP LAUT,ACEH,TONGKOL,2013,29917,498460861
TANGKAP LAUT,ACEH,TONGKOL,2014,26808,463723421
TANGKAP LAUT,ACEH,TONGKOL,2015,34645,688905441
TANGKAP LAUT,ACEH,TONGKOL,2016,33436,734635007
TANGKAP LAUT,ACEH,TONGKOL,2017,35546,733056476
TANGKAP LAUT,ACEH,TONGKOL,2018,78683,1639891485
TANGKAP LAUT,ACEH,TONGKOL,2019,47910,942592088
TANGKAP LAUT,ACEH,TONGKOL,2020,78943,1632221700
TANGKAP LAUT,ACEH,TONGKOL,2021,42835,846659853
TANGKAP LAUT,ACEH,TONGKOL,2022,53428,1194926570
TANGKAP LAUT,ACEH,TUNA,2010,7956,119497770
TANGKAP LAUT,ACEH,TUNA,2011,7517,131180236
TANGKAP LAUT,ACEH,TUNA,2012,8888,243680857
TANGKAP LAUT,ACEH,TUNA,2013,4768,125388399
TANGKAP LAUT,ACEH,TUNA,2014,7094,149387448
TANGKAP LAUT,ACEH,TUNA,2015,12391,332073009
TANGKAP LAUT,ACEH,TUNA,2016,15722,455691642
TANGKAP LAUT,ACEH,TUNA,2017,5994,263956762
TANGKAP LAUT,ACEH,TUNA,2018,22291,2014843620
TANGKAP LAUT,ACEH,TUNA,2019,19295,932562921
TANGKAP LAUT,ACEH,TUNA,2020,15421,603083400
TANGKAP LAUT,ACEH,TUNA,2021,13197,498724269
TANGKAP LAUT,ACEH,TUNA,2022,23419,883960133
TANGKAP LAUT,BALI,CAKALANG,2010,6548,102014970
TANGKAP LAUT,BALI,CAKALANG,2011,9907,197978860
TANGKAP LAUT,BALI,CAKALANG,2012,11135,245334760
TANGKAP LAUT,BALI,CAKALANG,2013,11971,266936280
TANGKAP LAUT,BALI,CAKALANG,2014,17072,403891350
TANGKAP LAUT,BALI,CAKALANG,2015,6553,134653531
TANGKAP LAUT,BALI,CAKALANG,2016,7893,148986528
TANGKAP LAUT,BALI,CAKALANG,2017,6555,121581960
TANGKAP LAUT,BALI,CAKALANG,2018,8263,238562522
TANGKAP LAUT,BALI,CAKALANG,2019,6510,185027024
TANGKAP LAUT,BALI,CAKALANG,2020,9034,257822200
TANGKAP LAUT,BALI,CAKALANG,2021,7982,177759713
TANGKAP LAUT,BALI,CAKALANG,2022,7834,161337758
TANGKAP LAUT,BALI,KAKAP,2010,302,5989850
TANGKAP LAUT,BALI,KAKAP,2011,224,8103975
TANGKAP LAUT,BALI,KAKAP,2012,357,9137800
TANGKAP LAUT,BALI,KAKAP,2013,249,12061900
TANGKAP LAUT,BALI,KAKAP,2014,178,18833945
TANGKAP LAUT,BALI,KAKAP,2015,779,22963023
TANGKAP LAUT,BALI,KAKAP,2016,1122,29410272
TANGKAP LAUT,BALI,KAKAP,2017,3518,117270995
TANGKAP LAUT,BALI,KAKAP,2018,1143,42599750
TANGKAP LAUT,BALI,KAKAP,2019,1058,45142935
TANGKAP LAUT,BALI,KAKAP,2020,1160,51238341
TANGKAP LAUT,BALI,KAKAP,2021,1409,44207151
TANGKAP LAUT,BALI,KAKAP,2022,1315,41643978
TANGKAP LAUT,BALI,KERAPU,2010,869,17743360
TANGKAP LAUT,BALI,KERAPU,2011,672,17136600
TANGKAP LAUT,BALI,KERAPU,2012,668,19437950
TANGKAP LAUT,BALI,KERAPU,2013,713,22201300
TANGKAP LAUT,BALI,KERAPU,2014,678,21461840
TANGKAP LAUT,BALI,KERAPU,2015,1934,47112935
TANGKAP LAUT,BALI,KERAPU,2016,863,22247773
TANGKAP LAUT,BALI,KERAPU,2017,4105,169896307
TANGKAP LAUT,BALI,KERAPU,2018,675,58025052
TANGKAP LAUT,BALI,KERAPU,2019,868,35012589
TANGKAP LAUT,BALI,KERAPU,2020,897,37581821
TANGKAP LAUT,BALI,KERAPU,2021,964,32370592
TANGKAP LAUT,BALI,KERAPU,2022,889,32577457
TANGKAP LAUT,BALI,TONGKOL,2010,20572,177586723
TANGKAP LAUT,BALI,TONGKOL,2011,28041,251112195
TANGKAP LAUT,BALI,TONGKOL,2012,24621,274337150
TANGKAP LAUT,BALI,TONGKOL,2013,23126,293454125
TANGKAP LAUT,BALI,TONGKOL,2014,27080,416311235
TANGKAP LAUT,BALI,TONGKOL,2015,29064,365486818
TANGKAP LAUT,BALI,TONGKOL,2016,30106,376729004
TANGKAP LAUT,BALI,TONGKOL,2017,16035,298091873
TANGKAP LAUT,BALI,TONGKOL,2018,22720,358685885
TANGKAP LAUT,BALI,TONGKOL,2019,17321,314074853
TANGKAP LAUT,BALI,TONGKOL,2020,17983,329217144
TANGKAP LAUT,BALI,TONGKOL,2021,26000,565003026
TANGKAP LAUT,BALI,TONGKOL,2022,28405,501282101
TANGKAP LAUT,BALI,TUNA,2010,15900,311782193
TANGKAP LAUT,BALI,TUNA,2011,12326,251261980
TANGKAP LAUT,BALI,TUNA,2012,15511,320022941
TANGKAP LAUT,BALI,TUNA,2013,16724,411646990
TANGKAP LAUT,BALI,TUNA,2014,16575,451434935
TANGKAP LAUT,BALI,TUNA,2015,13773,290143122
TANGKAP LAUT,BALI,TUNA,2016,16323,333138926
TANGKAP LAUT,BALI,TUNA,2017,15512,594950297
TANGKAP LAUT,BALI,TUNA,2018,14989,1245275875
TANGKAP LAUT,BALI,TUNA,2019,12278,523448678
TANGKAP LAUT,BALI,TUNA,2020,14245,484072950
TANGKAP LAUT,BALI,TUNA,2021,18803,593048231
TANGKAP LAUT,BALI,TUNA,2022,15310,439390350
TANGKAP LAUT,BANTEN,CAKALANG,2010,146,2323408
TANGKAP LAUT,BANTEN,CAKALANG,2011,311,3609943
TANGKAP LAUT,BANTEN,CAKALANG,2012,160,2556619
TANGKAP LAUT,BANTEN,CAKALANG,2013,122,3035960
TANGKAP LAUT,BANTEN,CAKALANG,2014,105,2622175
TANGKAP LAUT,BANTEN,CAKALANG,2015,296,4970394
TANGKAP LAUT,BANTEN,CAKALANG,2016,799,14349488
TANGKAP LAUT,BANTEN,CAKALANG,2017,274,4650563
TANGKAP LAUT,BANTEN,CAKALANG,2018,800,14407542
TANGKAP LAUT,BANTEN,CAKALANG,2019,2155,38796354
TANGKAP LAUT,BANTEN,CAKALANG,2020,1213,22312600
TANGKAP LAUT,BANTEN,CAKALANG,2021,1229,22116348
TANGKAP LAUT,BANTEN,CAKALANG,2022,2272,42674332
TANGKAP LAUT,BANTEN,KAKAP,2010,2420,65221021
TANGKAP LAUT,BANTEN,KAKAP,2011,2267,65172586
TANGKAP LAUT,BANTEN,KAKAP,2012,1332,34963153
TANGKAP LAUT,BANTEN,KAKAP,2013,762,41617932
TANGKAP LAUT,BANTEN,KAKAP,2014,942,47354133
TANGKAP LAUT,BANTEN,KAKAP,2015,903,30850886
TANGKAP LAUT,BANTEN,KAKAP,2016,813,29887466
TANGKAP LAUT,BANTEN,KAKAP,2017,826,28911512
TANGKAP LAUT,BANTEN,KAKAP,2018,2526,130873817
TANGKAP LAUT,BANTEN,KAKAP,2019,8214,401540017
TANGKAP LAUT,BANTEN,KAKAP,2020,4302,180159663
TANGKAP LAUT,BANTEN,KAKAP,2021,2561,130863295
TANGKAP LAUT,BANTEN,KAKAP,2022,1580,68031637
TANGKAP LAUT,BANTEN,KERAPU,2010,722,24149228
TANGKAP LAUT,BANTEN,KERAPU,2011,717,23732606
TANGKAP LAUT,BANTEN,KERAPU,2012,734,26601917
TANGKAP LAUT,BANTEN,KERAPU,2013,895,33145995
TANGKAP LAUT,BANTEN,KERAPU,2014,823,31497805
TANGKAP LAUT,BANTEN,KERAPU,2015,1147,46835968
TANGKAP LAUT,BANTEN,KERAPU,2016,1032,42983541
TANGKAP LAUT,BANTEN,KERAPU,2017,273,11308704
TANGKAP LAUT,BANTEN,KERAPU,2018,3804,350455860
TANGKAP LAUT,BANTEN,KERAPU,2019,4869,509632368
TANGKAP LAUT,BANTEN,KERAPU,2020,1569,88046832
TANGKAP LAUT,BANTEN,KERAPU,2021,1145,80502612
TANGKAP LAUT,BANTEN,KERAPU,2022,1235,68269830
TANGKAP LAUT,BANTEN,SARDEN,2020,1233,22908880
TANGKAP LAUT,BANTEN,SARDEN,2021,555,9153880
TANGKAP LAUT,BANTEN,SARDEN,2022,190,1720835
TANGKAP LAUT,BANTEN,TONGKOL,2010,2862,32664677
TANGKAP LAUT,BANTEN,TONGKOL,2011,3086,35947260
TANGKAP LAUT,BANTEN,TONGKOL,2012,3711,42055936
TANGKAP LAUT,BANTEN,TONGKOL,2013,3638,56177506
TANGKAP LAUT,BANTEN,TONGKOL,2014,4191,62692702
TANGKAP LAUT,BANTEN,TONGKOL,2015,3389,112685050
TANGKAP LAUT,BANTEN,TONGKOL,2016,4149,95315771
TANGKAP LAUT,BANTEN,TONGKOL,2017,3327,43050022
TANGKAP LAUT,BANTEN,TONGKOL,2018,11490,196420586
TANGKAP LAUT,BANTEN,TONGKOL,2019,17116,311880715
TANGKAP LAUT,BANTEN,TONGKOL,2020,7273,149279653
TANGKAP LAUT,BANTEN,TONGKOL,2021,5743,131372429
TANGKAP LAUT,BANTEN,TONGKOL,2022,5858,138314962
TANGKAP LAUT,BANTEN,TUNA,2010,183,2328211
TANGKAP LAUT,BANTEN,TUNA,2011,495,6571530
TANGKAP LAUT,BANTEN,TUNA,2012,604,12271473
TANGKAP LAUT,BANTEN,TUNA,2013,712,19726800
TANGKAP LAUT,BANTEN,TUNA,2014,460,18418880
TANGKAP LAUT,BANTEN,TUNA,2015,546,16912494
TANGKAP LAUT,BANTEN,TUNA,2016,852,32361657
TANGKAP LAUT,BANTEN,TUNA,2017,351,10535497
TANGKAP LAUT,BANTEN,TUNA,2018,1160,63628425
TANGKAP LAUT,BANTEN,TUNA,2019,1122,36875923
TANGKAP LAUT,BANTEN,TUNA,2020,316,11127110
TANGKAP LAUT,BANTEN,TUNA,2021,1383,48406510
TANGKAP LAUT,BANTEN,TUNA,2022,1121,37071157
TANGKAP LAUT,BENGKULU,CAKALANG,2010,1251,34276500
TANGKAP LAUT,BENGKULU,CAKALANG,2011,674,12026750
TANGKAP LAUT,BENGKULU,CAKALANG,2012,695,8957500
TANGKAP LAUT,BENGKULU,CAKALANG,2013,4043,66619900
TANGKAP LAUT,BENGKULU,CAKALANG,2014,4459,84932700
TANGKAP LAUT,BENGKULU,CAKALANG,2015,3027,43465549
TANGKAP LAUT,BENGKULU,CAKALANG,2016,3022,43334387
TANGKAP LAUT,BENGKULU,CAKALANG,2017,253,7588612
TANGKAP LAUT,BENGKULU,CAKALANG,2018,2268,56706650
TANGKAP LAUT,BENGKULU,CAKALANG,2019,1590,35665230
TANGKAP LAUT,BENGKULU,CAKALANG,2020,1255,28786480
TANGKAP LAUT,BENGKULU,CAKALANG,2021,1775,42956278
TANGKAP LAUT,BENGKULU,CAKALANG,2022,2092,50030148
TANGKAP LAUT,BENGKULU,KAKAP,2010,1386,40303000
TANGKAP LAUT,BENGKULU,KAKAP,2011,660,30741056
TANGKAP LAUT,BENGKULU,KAKAP,2012,573,15822800
TANGKAP LAUT,BENGKULU,KAKAP,2013,1917,21647710
TANGKAP LAUT,BENGKULU,KAKAP,2014,2611,27366300
TANGKAP LAUT,BENGKULU,KAKAP,2015,2002,63662797
TANGKAP LAUT,BENGKULU,KAKAP,2016,2089,81453151
TANGKAP LAUT,BENGKULU,KAKAP,2017,2154,78484088
TANGKAP LAUT,BENGKULU,KAKAP,2018,2954,160401821
TANGKAP LAUT,BENGKULU,KAKAP,2019,3447,200660580
TANGKAP LAUT,BENGKULU,KAKAP,2020,2683,154765310
TANGKAP LAUT,BENGKULU,KAKAP,2021,2888,169174120
TANGKAP LAUT,BENGKULU,KAKAP,2022,3658,204177564
TANGKAP LAUT,BENGKULU,KERAPU,2010,293,6305900
TANGKAP LAUT,BENGKULU,KERAPU,2011,1342,26536834
TANGKAP LAUT,BENGKULU,KERAPU,2012,787,23911280
TANGKAP LAUT,BENGKULU,KERAPU,2013,714,22966350
TANGKAP LAUT,BENGKULU,KERAPU,2014,547,19717600
TANGKAP LAUT,BENGKULU,KERAPU,2015,3094,98755810
TANGKAP LAUT,BENGKULU,KERAPU,2016,2989,94605302
TANGKAP LAUT,BENGKULU,KERAPU,2017,1446,59603740
TANGKAP LAUT,BENGKULU,KERAPU,2018,2453,174396564
TANGKAP LAUT,BENGKULU,KERAPU,2019,3494,171456905
TANGKAP LAUT,BENGKULU,KERAPU,2020,3215,155667880
TANGKAP LAUT,BENGKULU,KERAPU,2021,3685,212327990
TANGKAP LAUT,BENGKULU,KERAPU,2022,3751,207018200
TANGKAP LAUT,BENGKULU,SARDEN,2020,215,4077590
TANGKAP LAUT,BENGKULU,SARDEN,2021,271,5110000
TANGKAP LAUT,BENGKULU,SARDEN,2022,318,5835498
TANGKAP LAUT,BENGKULU,TONGKOL,2010,6163,111014000
TANGKAP LAUT,BENGKULU,TONGKOL,2011,2184,32292360
TANGKAP LAUT,BENGKULU,TONGKOL,2012,4977,63851580
TANGKAP LAUT,BENGKULU,TONGKOL,2013,6272,101665050
TANGKAP LAUT,BENGKULU,TONGKOL,2014,6603,120797300
TANGKAP LAUT,BENGKULU,TONGKOL,2015,5901,82957498
TANGKAP LAUT,BENGKULU,TONGKOL,2016,5921,82413185
TANGKAP LAUT,BENGKULU,TONGKOL,2017,6089,167972679
TANGKAP LAUT,BENGKULU,TONGKOL,2018,8965,177079683
TANGKAP LAUT,BENGKULU,TONGKOL,2019,4394,87826396
TANGKAP LAUT,BENGKULU,TONGKOL,2020,3902,80073740
TANGKAP LAUT,BENGKULU,TONGKOL,2021,5075,100038424
TANGKAP LAUT,BENGKULU,TONGKOL,2022,6421,132981794
TANGKAP LAUT,BENGKULU,TUNA,2010,923,12091250
TANGKAP LAUT,BENGKULU,TUNA,2011,886,12073050
TANGKAP LAUT,BENGKULU,TUNA,2012,696,9936950
TANGKAP LAUT,BENGKULU,TUNA,2013,454,8911950
TANGKAP LAUT,BENGKULU,TUNA,2014,282,4599350
TANGKAP LAUT,BENGKULU,TUNA,2015,1874,27241925
TANGKAP LAUT,BENGKULU,TUNA,2016,1910,27806949
TANGKAP LAUT,BENGKULU,TUNA,2017,328,10340271
TANGKAP LAUT,BENGKULU,TUNA,2018,5597,475729854
TANGKAP LAUT,BENGKULU,TUNA,2019,1448,34481590
TANGKAP LAUT,BENGKULU,TUNA,2020,940,20763985
TANGKAP LAUT,BENGKULU,TUNA,2021,1609,40058425
TANGKAP LAUT,BENGKULU,TUNA,2022,2145,53832730
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,2010,472,4249200
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,2011,385,6186800
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,2012,422,4687178
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,2013,219,2594313
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,2014,445,6305160
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,2015,1004,13730815
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,2016,303,4727128
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,2017,1372,29455589
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,2018,1170,19883379
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,2019,744,12654286
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,2020,1398,23785950
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,2021,876,14188559
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,CAKALANG,2022,856,17120585
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KAKAP,2010,48,1418200
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KAKAP,2011,123,1548489
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KAKAP,2012,45,945492
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KAKAP,2013,17,679230
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KAKAP,2014,26,1015455
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KAKAP,2015,37,1145330
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KAKAP,2016,68,1814656
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KAKAP,2017,19,605564
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KAKAP,2018,99,2512580
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KAKAP,2019,84,2649893
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KAKAP,2020,75,2830035
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KAKAP,2021,84,3056420
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KAKAP,2022,97,4106178
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KERAPU,2010,2,80000
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KERAPU,2011,3,99539
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KERAPU,2012,5,162013
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KERAPU,2013,4,174564
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KERAPU,2014,71,1862894
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KERAPU,2015,16,591830
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KERAPU,2016,14,511220
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KERAPU,2017,8,338456
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KERAPU,2018,11,1114475
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KERAPU,2019,16,581009
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KERAPU,2020,22,962983
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KERAPU,2021,23,908499
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,KERAPU,2022,36,1710464
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SARDEN,2020,44,435170
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SARDEN,2021,43,42636
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,SARDEN,2022,36,35798
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2010,278,2151760
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2011,280,4332380
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2012,180,2052021
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2013,210,2183269
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2014,118,1518832
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2015,399,3980720
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2016,66,1079144
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2017,390,5609476
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2018,671,9784331
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2019,552,8729322
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2020,200,3536868
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2021,190,3192804
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TONGKOL,2022,201,3559735
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2010,422,4642000
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2011,301,5382200
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2012,419,5086888
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2013,501,7509480
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2014,485,9682861
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2015,489,8271462
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2016,335,5876821
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2017,433,13588935
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2018,372,31591296
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2019,286,6860532
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2020,488,12208480
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2021,427,10409301
TANGKAP LAUT,DAERAH ISTIMEWA YOGYAKARTA,TUNA,2022,371,11140380
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2010,21777,255293048
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2011,28779,285950950
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2012,30553,447772928
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2013,33719,591690317
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2014,39322,720474283
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2015,30615,542142420
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2016,23410,331343603
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2017,29187,541335065
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2018,27147,446747369
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2019,30114,493781609
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2020,34203,589535600
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2021,38064,517026131
TANGKAP LAUT,DKI JAKARTA,CAKALANG,2022,68968,971256646
TANGKAP LAUT,DKI JAKARTA,KAKAP,2010,1852,21169704
TANGKAP LAUT,DKI JAKARTA,KAKAP,2011,1908,31687989
TANGKAP LAUT,DKI JAKARTA,KAKAP,2012,2088,20881105
TANGKAP LAUT,DKI JAKARTA,KAKAP,2013,1316,19115012
TANGKAP LAUT,DKI JAKARTA,KAKAP,2014,1100,19858416
TANGKAP LAUT,DKI JAKARTA,KAKAP,2015,6441,178309099
TANGKAP LAUT,DKI JAKARTA,KAKAP,2016,714,22112702
TANGKAP LAUT,DKI JAKARTA,KAKAP,2017,717,17935591
TANGKAP LAUT,DKI JAKARTA,KAKAP,2018,369,13620608
TANGKAP LAUT,DKI JAKARTA,KAKAP,2019,291,10068596
TANGKAP LAUT,DKI JAKARTA,KAKAP,2020,411,14481146
TANGKAP LAUT,DKI JAKARTA,KAKAP,2021,953,33469043
TANGKAP LAUT,DKI JAKARTA,KAKAP,2022,1314,60903978
TANGKAP LAUT,DKI JAKARTA,KERAPU,2010,743,4770289
TANGKAP LAUT,DKI JAKARTA,KERAPU,2011,142,2493019
TANGKAP LAUT,DKI JAKARTA,KERAPU,2012,147,2377592
TANGKAP LAUT,DKI JAKARTA,KERAPU,2013,136,1711822
TANGKAP LAUT,DKI JAKARTA,KERAPU,2014,147,2489539
TANGKAP LAUT,DKI JAKARTA,KERAPU,2015,1286,45268251
TANGKAP LAUT,DKI JAKARTA,KERAPU,2016,581,25233074
TANGKAP LAUT,DKI JAKARTA,KERAPU,2017,93,5603731
TANGKAP LAUT,DKI JAKARTA,KERAPU,2018,186,18596124
TANGKAP LAUT,DKI JAKARTA,KERAPU,2019,111,3929165
TANGKAP LAUT,DKI JAKARTA,KERAPU,2020,66,4001865
TANGKAP LAUT,DKI JAKARTA,KERAPU,2021,153,6234652
TANGKAP LAUT,DKI JAKARTA,KERAPU,2022,342,19085184
TANGKAP LAUT,DKI JAKARTA,SARDEN,2020,1491,15137250
TANGKAP LAUT,DKI JAKARTA,SARDEN,2021,175,670060
TANGKAP LAUT,DKI JAKARTA,SARDEN,2022,362,2509992
TANGKAP LAUT,DKI JAKARTA,TONGKOL,2010,7890,83523790
TANGKAP LAUT,DKI JAKARTA,TONGKOL,2011,8893,77752437
TANGKAP LAUT,DKI JAKARTA,TONGKOL,2012,8898,62747925
TANGKAP LAUT,DKI JAKARTA,TONGKOL,2013,11752,93015538
TANGKAP LAUT,DKI JAKARTA,TONGKOL,2014,7467,65970486
TANGKAP LAUT,DKI JAKARTA,TONGKOL,2015,13097,171304035
TANGKAP LAUT,DKI JAKARTA,TONGKOL,2016,11150,162137981
TANGKAP LAUT,DKI JAKARTA,TONGKOL,2017,13584,271670094
