Jenis Usaha,Provinsi,Jenis Ikan,Tahun,Volume Produksi,Nilai Produksi
TANGKAP LAUT,PAPUA BARAT,TUNA,2020,10994,442056800
TANGKAP LAUT,PAPUA BARAT,TUNA,2021,10746,439740505
TANGKAP LAUT,PAPUA BARAT,TUNA,2022,10879,454133740
TANGKAP LAUT,RIAU,CAKALANG,2010,0,0
TANGKAP LAUT,RIAU,CAKALANG,2011,0,0
TANGKAP LAUT,RIAU,CAKALANG,2012,0,0
TANGKAP LAUT,RIAU,CAKALANG,2013,0,0
TANGKAP LAUT,RIAU,CAKALANG,2014,0,0
TANGKAP LAUT,RIAU,CAKALANG,2015,0,0
TANGKAP LAUT,RIAU,CAKALANG,2016,0,0
TANGKAP LAUT,RIAU,KAKAP,2010,1687,58756000
TANGKAP LAUT,RIAU,KAKAP,2011,126,4049435
TANGKAP LAUT,RIAU,KAKAP,2012,77,2386930
TANGKAP LAUT,RIAU,KAKAP,2013,17,806806
TANGKAP LAUT,RIAU,KAKAP,2014,12,594500
TANGKAP LAUT,RIAU,KAKAP,2015,1371,101534334
TANGKAP LAUT,RIAU,KAKAP,2016,1531,113085214
TANGKAP LAUT,RIAU,KAKAP,2017,14458,1249773137
TANGKAP LAUT,RIAU,KAKAP,2018,4854,178879049
TANGKAP LAUT,RIAU,KAKAP,2019,1392,57428533
TANGKAP LAUT,RIAU,KAKAP,2020,1730,69429011
TANGKAP LAUT,RIAU,KAKAP,2021,2136,100657571
TANGKAP LAUT,RIAU,KAKAP,2022,3240,162871577
TANGKAP LAUT,RIAU,KERAPU,2010,73,1825000
TANGKAP LAUT,RIAU,KERAPU,2011,0,0
TANGKAP LAUT,RIAU,KERAPU,2012,0,0
TANGKAP LAUT,RIAU,KERAPU,2013,0,0
TANGKAP LAUT,RIAU,KERAPU,2014,0,0
TANGKAP LAUT,RIAU,KERAPU,2015,0,14000
TANGKAP LAUT,RIAU,KERAPU,2016,0,0
TANGKAP LAUT,RIAU,KERAPU,2017,6,228242
TANGKAP LAUT,RIAU,KERAPU,2018,10,742450
TANGKAP LAUT,RIAU,KERAPU,2019,86,4557960
TANGKAP LAUT,RIAU,KERAPU,2020,102,3630635
TANGKAP LAUT,RIAU,KERAPU,2021,102,4152440
TANGKAP LAUT,RIAU,KERAPU,2022,90,3656620
TANGKAP LAUT,RIAU,TONGKOL,2010,0,0
TANGKAP LAUT,RIAU,TONGKOL,2011,0,0
TANGKAP LAUT,RIAU,TONGKOL,2012,0,0
TANGKAP LAUT,RIAU,TONGKOL,2013,0,0
TANGKAP LAUT,RIAU,TONGKOL,2014,0,0
TANGKAP LAUT,RIAU,TONGKOL,2015,5,145500
TANGKAP LAUT,RIAU,TONGKOL,2016,16,482000
TANGKAP LAUT,RIAU,TONGKOL,2017,12,207827
TANGKAP LAUT,RIAU,TONGKOL,2018,4921,98206269
TANGKAP LAUT,RIAU,TUNA,2010,0,0
TANGKAP LAUT,RIAU,TUNA,2011,0,0
TANGKAP LAUT,RIAU,TUNA,2012,0,0
TANGKAP LAUT,RIAU,TUNA,2013,0,0
TANGKAP LAUT,RIAU,TUNA,2014,0,0
TANGKAP LAUT,RIAU,TUNA,2015,0,0
TANGKAP LAUT,RIAU,TUNA,2016,0,0
TANGKAP LAUT,SULAWESI BARAT,CAKALANG,2010,6015,43309000
TANGKAP LAUT,SULAWESI BARAT,CAKALANG,2011,6676,45376000
TANGKAP LAUT,SULAWESI BARAT,CAKALANG,2012,7324,85664934
TANGKAP LAUT,SULAWESI BARAT,CAKALANG,2013,6154,87669100
TANGKAP LAUT,SULAWESI BARAT,CAKALANG,2014,6861,97413100
TANGKAP LAUT,SULAWESI BARAT,CAKALANG,2015,9102,115845800
TANGKAP LAUT,SULAWESI BARAT,CAKALANG,2016,10770,147411450
TANGKAP LAUT,SULAWESI BARAT,CAKALANG,2017,12093,224176106
TANGKAP LAUT,SULAWESI BARAT,CAKALANG,2018,12552,267385674
TANGKAP LAUT,SULAWESI BARAT,CAKALANG,2019,9672,266175004
TANGKAP LAUT,SULAWESI BARAT,CAKALANG,2020,11087,267529700
TANGKAP LAUT,SULAWESI BARAT,CAKALANG,2021,10493,303627287
TANGKAP LAUT,SULAWESI BARAT,CAKALANG,2022,13536,401006421
TANGKAP LAUT,SULAWESI BARAT,KAKAP,2010,1426,13755300
TANGKAP LAUT,SULAWESI BARAT,KAKAP,2011,1463,15855500
TANGKAP LAUT,SULAWESI BARAT,KAKAP,2012,888,21733630
TANGKAP LAUT,SULAWESI BARAT,KAKAP,2013,156,23170240
TANGKAP LAUT,SULAWESI BARAT,KAKAP,2014,345,30829650
TANGKAP LAUT,SULAWESI BARAT,KAKAP,2015,3619,62586050
TANGKAP LAUT,SULAWESI BARAT,KAKAP,2016,5245,82516100
TANGKAP LAUT,SULAWESI BARAT,KAKAP,2017,12296,524096221
TANGKAP LAUT,SULAWESI BARAT,KAKAP,2018,3922,164146682
TANGKAP LAUT,SULAWESI BARAT,KAKAP,2019,3337,126340855
TANGKAP LAUT,SULAWESI BARAT,KAKAP,2020,2352,83737600
TANGKAP LAUT,SULAWESI BARAT,KAKAP,2021,3918,158034909
TANGKAP LAUT,SULAWESI BARAT,KAKAP,2022,3926,163305112
TANGKAP LAUT,SULAWESI BARAT,KERAPU,2010,221,4536400
TANGKAP LAUT,SULAWESI BARAT,KERAPU,2011,255,5023500
TANGKAP LAUT,SULAWESI BARAT,KERAPU,2012,656,21750484
TANGKAP LAUT,SULAWESI BARAT,KERAPU,2013,2031,44427450
TANGKAP LAUT,SULAWESI BARAT,KERAPU,2014,1075,41956699
TANGKAP LAUT,SULAWESI BARAT,KERAPU,2015,2565,124056100
TANGKAP LAUT,SULAWESI BARAT,KERAPU,2016,2422,80717200
TANGKAP LAUT,SULAWESI BARAT,KERAPU,2017,2046,80826336
TANGKAP LAUT,SULAWESI BARAT,KERAPU,2018,5088,272676164
TANGKAP LAUT,SULAWESI BARAT,KERAPU,2019,1791,92025300
TANGKAP LAUT,SULAWESI BARAT,KERAPU,2020,1354,76284915
TANGKAP LAUT,SULAWESI BARAT,KERAPU,2021,3609,181425243
TANGKAP LAUT,SULAWESI BARAT,KERAPU,2022,3627,163065870
TANGKAP LAUT,SULAWESI BARAT,TONGKOL,2010,11658,58363700
TANGKAP LAUT,SULAWESI BARAT,TONGKOL,2011,11895,62395700
TANGKAP LAUT,SULAWESI BARAT,TONGKOL,2012,6814,129713546
TANGKAP LAUT,SULAWESI BARAT,TONGKOL,2013,7302,148878600
TANGKAP LAUT,SULAWESI BARAT,TONGKOL,2014,7873,140475800
TANGKAP LAUT,SULAWESI BARAT,TONGKOL,2015,7211,98671050
TANGKAP LAUT,SULAWESI BARAT,TONGKOL,2016,6872,99776050
TANGKAP LAUT,SULAWESI BARAT,TONGKOL,2017,593,8988009
TANGKAP LAUT,SULAWESI BARAT,TONGKOL,2018,10498,238659322
TANGKAP LAUT,SULAWESI BARAT,TONGKOL,2019,10588,230937576
TANGKAP LAUT,SULAWESI BARAT,TONGKOL,2020,11497,242280340
TANGKAP LAUT,SULAWESI BARAT,TONGKOL,2021,11535,294615639
TANGKAP LAUT,SULAWESI BARAT,TONGKOL,2022,9455,246000250
TANGKAP LAUT,SULAWESI BARAT,TUNA,2010,20508,234886000
TANGKAP LAUT,SULAWESI BARAT,TUNA,2011,13838,185240427
TANGKAP LAUT,SULAWESI BARAT,TUNA,2012,5065,128001570
TANGKAP LAUT,SULAWESI BARAT,TUNA,2013,6825,179180750
TANGKAP LAUT,SULAWESI BARAT,TUNA,2014,5501,156247670
TANGKAP LAUT,SULAWESI BARAT,TUNA,2015,4037,102488350
TANGKAP LAUT,SULAWESI BARAT,TUNA,2016,4383,111690300
TANGKAP LAUT,SULAWESI BARAT,TUNA,2017,1478,60862427
TANGKAP LAUT,SULAWESI BARAT,TUNA,2018,8852,465238136
TANGKAP LAUT,SULAWESI BARAT,TUNA,2019,7655,354370713
TANGKAP LAUT,SULAWESI BARAT,TUNA,2020,6884,243957630
TANGKAP LAUT,SULAWESI BARAT,TUNA,2021,8008,270901332
TANGKAP LAUT,SULAWESI BARAT,TUNA,2022,4859,190776399
TANGKAP LAUT,SULAWESI SELATAN,CAKALANG,2010,13507,133711045
TANGKAP LAUT,SULAWESI SELATAN,CAKALANG,2011,16780,191539550
TANGKAP LAUT,SULAWESI SELATAN,CAKALANG,2012,20271,291813470
TANGKAP LAUT,SULAWESI SELATAN,CAKALANG,2013,22053,331814400
TANGKAP LAUT,SULAWESI SELATAN,CAKALANG,2014,24782,432834366
TANGKAP LAUT,SULAWESI SELATAN,CAKALANG,2015,22817,494246293
TANGKAP LAUT,SULAWESI SELATAN,CAKALANG,2016,23171,397847541
TANGKAP LAUT,SULAWESI SELATAN,CAKALANG,2017,133,2479299
TANGKAP LAUT,SULAWESI SELATAN,CAKALANG,2018,31084,472161324
TANGKAP LAUT,SULAWESI SELATAN,CAKALANG,2019,29466,643928820
TANGKAP LAUT,SULAWESI SELATAN,CAKALANG,2020,29265,658587500
TANGKAP LAUT,SULAWESI SELATAN,CAKALANG,2021,30474,827450592
TANGKAP LAUT,SULAWESI SELATAN,CAKALANG,2022,29856,868603527
TANGKAP LAUT,SULAWESI SELATAN,KAKAP,2010,8245,124924550
TANGKAP LAUT,SULAWESI SELATAN,KAKAP,2011,12445,252747000
TANGKAP LAUT,SULAWESI SELATAN,KAKAP,2012,11850,278267506
TANGKAP LAUT,SULAWESI SELATAN,KAKAP,2013,4813,288543150
TANGKAP LAUT,SULAWESI SELATAN,KAKAP,2014,4650,304367199
TANGKAP LAUT,SULAWESI SELATAN,KAKAP,2015,10131,288265896
TANGKAP LAUT,SULAWESI SELATAN,KAKAP,2016,10154,312724650
TANGKAP LAUT,SULAWESI SELATAN,KAKAP,2017,24874,793308636
TANGKAP LAUT,SULAWESI SELATAN,KAKAP,2018,10707,353421006
TANGKAP LAUT,SULAWESI SELATAN,KAKAP,2019,14167,451698379
TANGKAP LAUT,SULAWESI SELATAN,KAKAP,2020,15260,546108928
TANGKAP LAUT,SULAWESI SELATAN,KAKAP,2021,17318,639511804
TANGKAP LAUT,SULAWESI SELATAN,KAKAP,2022,17227,644914807
TANGKAP LAUT,SULAWESI SELATAN,KERAPU,2010,5301,105015150
TANGKAP LAUT,SULAWESI SELATAN,KERAPU,2011,7116,169064350
TANGKAP LAUT,SULAWESI SELATAN,KERAPU,2012,11053,312669797
TANGKAP LAUT,SULAWESI SELATAN,KERAPU,2013,10025,254909400
TANGKAP LAUT,SULAWESI SELATAN,KERAPU,2014,10647,358867697
TANGKAP LAUT,SULAWESI SELATAN,KERAPU,2015,11398,440118924
TANGKAP LAUT,SULAWESI SELATAN,KERAPU,2016,10664,489523672
TANGKAP LAUT,SULAWESI SELATAN,KERAPU,2017,16288,1432708043
TANGKAP LAUT,SULAWESI SELATAN,KERAPU,2018,13474,1304872077
TANGKAP LAUT,SULAWESI SELATAN,KERAPU,2019,13484,455377067
TANGKAP LAUT,SULAWESI SELATAN,KERAPU,2020,15620,689991020
TANGKAP LAUT,SULAWESI SELATAN,KERAPU,2021,16836,933546223
TANGKAP LAUT,SULAWESI SELATAN,KERAPU,2022,16035,736837663
TANGKAP LAUT,SULAWESI SELATAN,SARDEN,2020,1563,18319300
TANGKAP LAUT,SULAWESI SELATAN,SARDEN,2021,1425,23818822
TANGKAP LAUT,SULAWESI SELATAN,SARDEN,2022,984,18724621
TANGKAP LAUT,SULAWESI SELATAN,TONGKOL,2010,13993,121334900
TANGKAP LAUT,SULAWESI SELATAN,TONGKOL,2011,7956,115312200
TANGKAP LAUT,SULAWESI SELATAN,TONGKOL,2012,10718,128616007
TANGKAP LAUT,SULAWESI SELATAN,TONGKOL,2013,21793,325560750
TANGKAP LAUT,SULAWESI SELATAN,TONGKOL,2014,22967,380006057
TANGKAP LAUT,SULAWESI SELATAN,TONGKOL,2015,23076,645424740
TANGKAP LAUT,SULAWESI SELATAN,TONGKOL,2016,20807,562110807
TANGKAP LAUT,SULAWESI SELATAN,TONGKOL,2017,32,691975
TANGKAP LAUT,SULAWESI SELATAN,TONGKOL,2018,34332,758830981
TANGKAP LAUT,SULAWESI SELATAN,TONGKOL,2019,32915,644856149
TANGKAP LAUT,SULAWESI SELATAN,TONGKOL,2020,28655,567978609
TANGKAP LAUT,SULAWESI SELATAN,TONGKOL,2021,29497,777069289
TANGKAP LAUT,SULAWESI SELATAN,TONGKOL,2022,37389,1147179394
TANGKAP LAUT,SULAWESI SELATAN,TUNA,2010,4777,86147300
TANGKAP LAUT,SULAWESI SELATAN,TUNA,2011,8670,171714100
TANGKAP LAUT,SULAWESI SELATAN,TUNA,2012,9969,201995900
TANGKAP LAUT,SULAWESI SELATAN,TUNA,2013,7706,155777450
TANGKAP LAUT,SULAWESI SELATAN,TUNA,2014,8494,206502499
TANGKAP LAUT,SULAWESI SELATAN,TUNA,2015,16358,648641290
TANGKAP LAUT,SULAWESI SELATAN,TUNA,2016,15032,606039567
TANGKAP LAUT,SULAWESI SELATAN,TUNA,2017,6045,211572145
TANGKAP LAUT,SULAWESI SELATAN,TUNA,2018,15709,977871133
TANGKAP LAUT,SULAWESI SELATAN,TUNA,2019,13350,385301893
TANGKAP LAUT,SULAWESI SELATAN,TUNA,2020,14918,513484230
TANGKAP LAUT,SULAWESI SELATAN,TUNA,2021,19056,929182744
TANGKAP LAUT,SULAWESI SELATAN,TUNA,2022,19910,793901975
TANGKAP LAUT,SULAWESI TENGAH,CAKALANG,2010,21001,139117127
TANGKAP LAUT,SULAWESI TENGAH,CAKALANG,2011,23063,249242009
TANGKAP LAUT,SULAWESI TENGAH,CAKALANG,2012,33364,402448078
TANGKAP LAUT,SULAWESI TENGAH,CAKALANG,2013,57332,715262644
TANGKAP LAUT,SULAWESI TENGAH,CAKALANG,2014,46634,442147410
TANGKAP LAUT,SULAWESI TENGAH,CAKALANG,2015,27077,417530087
TANGKAP LAUT,SULAWESI TENGAH,CAKALANG,2016,27580,528277317
TANGKAP LAUT,SULAWESI TENGAH,CAKALANG,2017,50481,792346709
TANGKAP LAUT,SULAWESI TENGAH,CAKALANG,2018,14567,335098179
TANGKAP LAUT,SULAWESI TENGAH,CAKALANG,2019,17719,382617416
TANGKAP LAUT,SULAWESI TENGAH,CAKALANG,2020,17491,363171500
TANGKAP LAUT,SULAWESI TENGAH,CAKALANG,2021,21567,392864579
TANGKAP LAUT,SULAWESI TENGAH,CAKALANG,2022,20993,408283514
TANGKAP LAUT,SULAWESI TENGAH,KAKAP,2010,5985,55397058
TANGKAP LAUT,SULAWESI TENGAH,KAKAP,2011,2624,40855543
TANGKAP LAUT,SULAWESI TENGAH,KAKAP,2012,5844,93687771
TANGKAP LAUT,SULAWESI TENGAH,KAKAP,2013,1891,102382002
TANGKAP LAUT,SULAWESI TENGAH,KAKAP,2014,2031,198911674
TANGKAP LAUT,SULAWESI TENGAH,KAKAP,2015,5807,142925154
TANGKAP LAUT,SULAWESI TENGAH,KAKAP,2016,9169,254346055
TANGKAP LAUT,SULAWESI TENGAH,KAKAP,2017,13344,350140462
TANGKAP LAUT,SULAWESI TENGAH,KAKAP,2018,21959,428253930
TANGKAP LAUT,SULAWESI TENGAH,KAKAP,2019,8340,247965953
TANGKAP LAUT,SULAWESI TENGAH,KAKAP,2020,8651,282917110
TANGKAP LAUT,SULAWESI TENGAH,KAKAP,2021,10000,253541629
TANGKAP LAUT,SULAWESI TENGAH,KAKAP,2022,10931,319242280
TANGKAP LAUT,SULAWESI TENGAH,KERAPU,2010,6610,118573703
TANGKAP LAUT,SULAWESI TENGAH,KERAPU,2011,3322,93602009
TANGKAP LAUT,SULAWESI TENGAH,KERAPU,2012,6154,117888189
TANGKAP LAUT,SULAWESI TENGAH,KERAPU,2013,8616,243104081
TANGKAP LAUT,SULAWESI TENGAH,KERAPU,2014,16742,1122141185
TANGKAP LAUT,SULAWESI TENGAH,KERAPU,2015,10914,310847204
TANGKAP LAUT,SULAWESI TENGAH,KERAPU,2016,10966,366113158
TANGKAP LAUT,SULAWESI TENGAH,KERAPU,2017,7476,486040518
TANGKAP LAUT,SULAWESI TENGAH,KERAPU,2018,10857,1085732553
TANGKAP LAUT,SULAWESI TENGAH,KERAPU,2019,7787,318410141
TANGKAP LAUT,SULAWESI TENGAH,KERAPU,2020,8736,346888735
TANGKAP LAUT,SULAWESI TENGAH,KERAPU,2021,8798,386038089
TANGKAP LAUT,SULAWESI TENGAH,KERAPU,2022,14977,695448506
TANGKAP LAUT,SULAWESI TENGAH,SARDEN,2020,21,308850
TANGKAP LAUT,SULAWESI TENGAH,TONGKOL,2010,12515,72507166
TANGKAP LAUT,SULAWESI TENGAH,TONGKOL,2011,15124,147580612
TANGKAP LAUT,SULAWESI TENGAH,TONGKOL,2012,20224,262468605
TANGKAP LAUT,SULAWESI TENGAH,TONGKOL,2013,25124,382316079
TANGKAP LAUT,SULAWESI TENGAH,TONGKOL,2014,26728,307139629
TANGKAP LAUT,SULAWESI TENGAH,TONGKOL,2015,16421,212998065
TANGKAP LAUT,SULAWESI TENGAH,TONGKOL,2016,19993,297769581
TANGKAP LAUT,SULAWESI TENGAH,TONGKOL,2017,949,16861588
TANGKAP LAUT,SULAWESI TENGAH,TONGKOL,2018,5519,132359768
TANGKAP LAUT,SULAWESI TENGAH,TONGKOL,2019,14548,324975942
TANGKAP LAUT,SULAWESI TENGAH,TONGKOL,2020,14740,298735400
TANGKAP LAUT,SULAWESI TENGAH,TONGKOL,2021,18715,321450135
TANGKAP LAUT,SULAWESI TENGAH,TONGKOL,2022,19864,354174741
TANGKAP LAUT,SULAWESI TENGAH,TUNA,2010,4516,59007229
TANGKAP LAUT,SULAWESI TENGAH,TUNA,2011,10834,227515403
TANGKAP LAUT,SULAWESI TENGAH,TUNA,2012,20071,403080937
TANGKAP LAUT,SULAWESI TENGAH,TUNA,2013,17626,385823765
TANGKAP LAUT,SULAWESI TENGAH,TUNA,2014,19275,323956130
TANGKAP LAUT,SULAWESI TENGAH,TUNA,2015,3547,68758676
TANGKAP LAUT,SULAWESI TENGAH,TUNA,2016,3556,89154237
TANGKAP LAUT,SULAWESI TENGAH,TUNA,2017,10371,284437577
TANGKAP LAUT,SULAWESI TENGAH,TUNA,2018,257,16782512
TANGKAP LAUT,SULAWESI TENGAH,TUNA,2019,5378,230642111
TANGKAP LAUT,SULAWESI TENGAH,TUNA,2020,4718,192538600
TANGKAP LAUT,SULAWESI TENGAH,TUNA,2021,4291,145455284
TANGKAP LAUT,SULAWESI TENGAH,TUNA,2022,7380,251569236
TANGKAP LAUT,SULAWESI TENGGARA,CAKALANG,2010,25314,283907945
TANGKAP LAUT,SULAWESI TENGGARA,CAKALANG,2011,24994,286849416
TANGKAP LAUT,SULAWESI TENGGARA,CAKALANG,2012,23874,133791566
TANGKAP LAUT,SULAWESI TENGGARA,CAKALANG,2013,19445,236103108
TANGKAP LAUT,SULAWESI TENGGARA,CAKALANG,2014,26877,403033838
TANGKAP LAUT,SULAWESI TENGGARA,CAKALANG,2015,16927,292043533
TANGKAP LAUT,SULAWESI TENGGARA,CAKALANG,2016,16926,329352652
TANGKAP LAUT,SULAWESI TENGGARA,CAKALANG,2017,23815,433201826
TANGKAP LAUT,SULAWESI TENGGARA,CAKALANG,2018,24660,468926551
TANGKAP LAUT,SULAWESI TENGGARA,CAKALANG,2019,25500,456955606
TANGKAP LAUT,SULAWESI TENGGARA,CAKALANG,2020,23636,451122200
TANGKAP LAUT,SULAWESI TENGGARA,CAKALANG,2021,21868,501017379
TANGKAP LAUT,SULAWESI TENGGARA,CAKALANG,2022,23762,503658332
TANGKAP LAUT,SULAWESI TENGGARA,KAKAP,2010,9544,150126668
TANGKAP LAUT,SULAWESI TENGGARA,KAKAP,2011,10239,156888224
TANGKAP LAUT,SULAWESI TENGGARA,KAKAP,2012,4424,49903455
TANGKAP LAUT,SULAWESI TENGGARA,KAKAP,2013,2094,96643403
TANGKAP LAUT,SULAWESI TENGGARA,KAKAP,2014,2373,127739688
TANGKAP LAUT,SULAWESI TENGGARA,KAKAP,2015,8112,231003986
TANGKAP LAUT,SULAWESI TENGGARA,KAKAP,2016,9331,269670597
TANGKAP LAUT,SULAWESI TENGGARA,KAKAP,2017,11503,281015503
TANGKAP LAUT,SULAWESI TENGGARA,KAKAP,2018,9634,356806469
TANGKAP LAUT,SULAWESI TENGGARA,KAKAP,2019,7079,298524729
TANGKAP LAUT,SULAWESI TENGGARA,KAKAP,2020,9497,380435879
TANGKAP LAUT,SULAWESI TENGGARA,KAKAP,2021,8610,384723170
TANGKAP LAUT,SULAWESI TENGGARA,KAKAP,2022,10453,382655306
TANGKAP LAUT,SULAWESI TENGGARA,KERAPU,2010,3491,63564025
TANGKAP LAUT,SULAWESI TENGGARA,KERAPU,2011,3497,64254051
TANGKAP LAUT,SULAWESI TENGGARA,KERAPU,2012,3656,83066557
TANGKAP LAUT,SULAWESI TENGGARA,KERAPU,2013,2390,58563171
TANGKAP LAUT,SULAWESI TENGGARA,KERAPU,2014,3906,127505684
TANGKAP LAUT,SULAWESI TENGGARA,KERAPU,2015,8746,319067758
TANGKAP LAUT,SULAWESI TENGGARA,KERAPU,2016,12537,485719960
TANGKAP LAUT,SULAWESI TENGGARA,KERAPU,2017,5886,342366616
TANGKAP LAUT,SULAWESI TENGGARA,KERAPU,2018,9538,800877821
TANGKAP LAUT,SULAWESI TENGGARA,KERAPU,2019,8768,506864869
TANGKAP LAUT,SULAWESI TENGGARA,KERAPU,2020,10613,556014280
TANGKAP LAUT,SULAWESI TENGGARA,KERAPU,2021,9771,525319398
TANGKAP LAUT,SULAWESI TENGGARA,KERAPU,2022,10732,554240769
TANGKAP LAUT,SULAWESI TENGGARA,SARDEN,2020,314,7593985
TANGKAP LAUT,SULAWESI TENGGARA,SARDEN,2021,377,7928460
TANGKAP LAUT,SULAWESI TENGGARA,SARDEN,2022,401,8018020
TANGKAP LAUT,SULAWESI TENGGARA,TONGKOL,2010,11586,107650104
TANGKAP LAUT,SULAWESI TENGGARA,TONGKOL,2011,12969,103906757
TANGKAP LAUT,SULAWESI TENGGARA,TONGKOL,2012,14538,67621521
TANGKAP LAUT,SULAWESI TENGGARA,TONGKOL,2013,14057,134250071
TANGKAP LAUT,SULAWESI TENGGARA,TONGKOL,2014,18697,249858958
TANGKAP LAUT,SULAWESI TENGGARA,TONGKOL,2015,12811,145159434
TANGKAP LAUT,SULAWESI TENGGARA,TONGKOL,2016,18795,201317619
TANGKAP LAUT,SULAWESI TENGGARA,TONGKOL,2017,10756,154241860
TANGKAP LAUT,SULAWESI TENGGARA,TONGKOL,2018,25739,509027459
TANGKAP LAUT,SULAWESI TENGGARA,TONGKOL,2019,17930,215284191
TANGKAP LAUT,SULAWESI TENGGARA,TONGKOL,2020,14639,204384390
TANGKAP LAUT,SULAWESI TENGGARA,TONGKOL,2021,31440,736694262
TANGKAP LAUT,SULAWESI TENGGARA,TONGKOL,2022,18877,309111960
TANGKAP LAUT,SULAWESI TENGGARA,TUNA,2010,6574,65068135
TANGKAP LAUT,SULAWESI TENGGARA,TUNA,2011,7265,64942620
TANGKAP LAUT,SULAWESI TENGGARA,TUNA,2012,9783,57755868
TANGKAP LAUT,SULAWESI TENGGARA,TUNA,2013,11312,106183456
TANGKAP LAUT,SULAWESI TENGGARA,TUNA,2014,12266,229416148
TANGKAP LAUT,SULAWESI TENGGARA,TUNA,2015,9043,218978427
TANGKAP LAUT,SULAWESI TENGGARA,TUNA,2016,11192,285150632
TANGKAP LAUT,SULAWESI TENGGARA,TUNA,2017,6298,344308627
TANGKAP LAUT,SULAWESI TENGGARA,TUNA,2018,9960,764530821
TANGKAP LAUT,SULAWESI TENGGARA,TUNA,2019,12410,322306094
TANGKAP LAUT,SULAWESI TENGGARA,TUNA,2020,14330,412789430
TANGKAP LAUT,SULAWESI TENGGARA,TUNA,2021,11704,340327281
TANGKAP LAUT,SULAWESI TENGGARA,TUNA,2022,17714,473410872
TANGKAP LAUT,SULAWESI UTARA,CAKALANG,2010,60190,405885479
TANGKAP LAUT,SULAWESI UTARA,CAKALANG,2011,60159,407381610
TANGKAP LAUT,SULAWESI UTARA,CAKALANG,2012,103901,843531061
TANGKAP LAUT,SULAWESI UTARA,CAKALANG,2013,133236,1324283140
TANGKAP LAUT,SULAWESI UTARA,CAKALANG,2014,132121,1729726670
TANGKAP LAUT,SULAWESI UTARA,CAKALANG,2015,71372,1059385665
TANGKAP LAUT,SULAWESI UTARA,CAKALANG,2016,103135,1248456195
TANGKAP LAUT,SULAWESI UTARA,CAKALANG,2017,46420,765311486
TANGKAP LAUT,SULAWESI UTARA,CAKALANG,2018,108147,3504900951
TANGKAP LAUT,SULAWESI UTARA,CAKALANG,2019,81429,2038148442
TANGKAP LAUT,SULAWESI UTARA,CAKALANG,2020,93447,2351563000
TANGKAP LAUT,SULAWESI UTARA,CAKALANG,2021,100398,2531378614
TANGKAP LAUT,SULAWESI UTARA,CAKALANG,2022,105873,2645605817
TANGKAP LAUT,SULAWESI UTARA,KAKAP,2010,1882,18903348
TANGKAP LAUT,SULAWESI UTARA,KAKAP,2011,1600,16474038
TANGKAP LAUT,SULAWESI UTARA,KAKAP,2012,1764,30043710
TANGKAP LAUT,SULAWESI UTARA,KAKAP,2013,828,44286220
TANGKAP LAUT,SULAWESI UTARA,KAKAP,2014,671,83918240
TANGKAP LAUT,SULAWESI UTARA,KAKAP,2015,3107,83196835
TANGKAP LAUT,SULAWESI UTARA,KAKAP,2016,3148,81167670
TANGKAP LAUT,SULAWESI UTARA,KAKAP,2017,97043,3468931167
TANGKAP LAUT,SULAWESI UTARA,KAKAP,2018,2466,79294598
TANGKAP LAUT,SULAWESI UTARA,KAKAP,2019,7588,306998509
TANGKAP LAUT,SULAWESI UTARA,KAKAP,2020,8112,356194460
TANGKAP LAUT,SULAWESI UTARA,KAKAP,2021,6881,320861969
TANGKAP LAUT,SULAWESI UTARA,KAKAP,2022,7152,354124880
TANGKAP LAUT,SULAWESI UTARA,KERAPU,2010,510,7499794
TANGKAP LAUT,SULAWESI UTARA,KERAPU,2011,742,9184294
TANGKAP LAUT,SULAWESI UTARA,KERAPU,2012,818,14635105
TANGKAP LAUT,SULAWESI UTARA,KERAPU,2013,4189,79324830
TANGKAP LAUT,SULAWESI UTARA,KERAPU,2014,1200,33827050
TANGKAP LAUT,SULAWESI UTARA,KERAPU,2015,1327,37848892
TANGKAP LAUT,SULAWESI UTARA,KERAPU,2016,1305,32258500
TANGKAP LAUT,SULAWESI UTARA,KERAPU,2017,74031,2949699710
TANGKAP LAUT,SULAWESI UTARA,KERAPU,2018,1368,98980088
TANGKAP LAUT,SULAWESI UTARA,KERAPU,2019,1611,93774427
TANGKAP LAUT,SULAWESI UTARA,KERAPU,2020,2880,171647288
TANGKAP LAUT,SULAWESI UTARA,KERAPU,2021,3161,178435921
TANGKAP LAUT,SULAWESI UTARA,KERAPU,2022,3593,229418185
TANGKAP LAUT,SULAWESI UTARA,TONGKOL,2010,24458,146151565
TANGKAP LAUT,SULAWESI UTARA,TONGKOL,2011,29532,133345612
TANGKAP LAUT,SULAWESI UTARA,TONGKOL,2012,31467,350901048
TANGKAP LAUT,SULAWESI UTARA,TONGKOL,2013,27006,273238470
TANGKAP LAUT,SULAWESI UTARA,TONGKOL,2014,41343,465117340
TANGKAP LAUT,SULAWESI UTARA,TONGKOL,2015,63203,751999460
TANGKAP LAUT,SULAWESI UTARA,TONGKOL,2016,59488,590791340
TANGKAP LAUT,SULAWESI UTARA,TONGKOL,2017,4133,47182706
TANGKAP LAUT,SULAWESI UTARA,TONGKOL,2018,44405,1214683983
TANGKAP LAUT,SULAWESI UTARA,TONGKOL,2019,34092,552006848
