source,productioncenter,domain,timestamp,year,month,day,hour,minute,second,id,latitude,longitude,coordinate,type,region,level,description,domain2,tags,name,ns1:lang,id3,description4,type5,type6,h,datetime,day7,value,unit
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,12,2.02403E+11,,29230,SEXA
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,18,2.02403E+11,,292.5,deg
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,18,2.02403E+11,,WNW,CARD
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,18,2.02403E+11,,29230,SEXA
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,24,2.02403E+11,,292.5,deg
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,24,2.02403E+11,,WNW,CARD
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,24,2.02403E+11,,29230,SEXA
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,30,2.02403E+11,,292.5,deg
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,30,2.02403E+11,,WNW,CARD
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,30,2.02403E+11,,29230,SEXA
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,36,2.02403E+11,,292.5,deg
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,36,2.02403E+11,,WNW,CARD
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,36,2.02403E+11,,29230,SEXA
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,42,2.02403E+11,,292.5,deg
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,42,2.02403E+11,,WNW,CARD
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,42,2.02403E+11,,29230,SEXA
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,48,2.02403E+11,,292.5,deg
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,48,2.02403E+11,,WNW,CARD
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,48,2.02403E+11,,29230,SEXA
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,54,2.02403E+11,,292.5,deg
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,54,2.02403E+11,,WNW,CARD
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,54,2.02403E+11,,29230,SEXA
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,60,2.02403E+11,,292.5,deg
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,60,2.02403E+11,,WNW,CARD
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,60,2.02403E+11,,29230,SEXA
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,66,2.02403E+11,,292.5,deg
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,66,2.02403E+11,,WNW,CARD
meteofactory,NC Jakarta,local,2.02403E+13,2024,3,15,2,39,19,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,,,,wd,Wind direction,hourly,hourly,66,2.02403E+11,,29230,SEXA
