index,date,datatype,station,value,fl_miss,fl_cmiss,country,indicator
0,2010-01-01T00:00:00,TPCP,GHCND:ID000096145,109,0,0,Indonesia,TPCP
1,2010-01-01T00:00:00,TPCP,GHCND:ID000096805,5,0,0,Indonesia,TPCP
2,2010-01-01T00:00:00,TPCP,GHCND:ID000096925,811,0,0,Indonesia,TPCP
3,2010-01-01T00:00:00,TPCP,GHCND:ID000097014,56,0,0,Indonesia,TPCP
4,2010-01-01T00:00:00,TPCP,GHCND:ID000097372,810,0,0,Indonesia,TPCP
5,2010-01-01T00:00:00,TPCP,GHCND:ID000097686,251,0,0,Indonesia,TPCP
6,2010-01-01T00:00:00,TPCP,GHCND:ID000097900,114,0,0,Indonesia,TPCP
7,2010-01-01T00:00:00,TPCP,GHCND:IDM00096179,20,0,0,Indonesia,TPCP
8,2010-01-01T00:00:00,TPCP,GHCND:IDM00096249,119,0,0,Indonesia,TPCP
9,2010-01-01T00:00:00,TPCP,GHCND:IDM00096253,242,0,0,Indonesia,TPCP
10,2010-01-01T00:00:00,TPCP,GHCND:IDM00096509,46,0,0,Indonesia,TPCP
11,2010-01-01T00:00:00,TPCP,GHCND:IDM00096559,290,0,0,Indonesia,TPCP
12,2010-01-01T00:00:00,TPCP,GHCND:IDM00096607,20,0,0,Indonesia,TPCP
13,2010-01-01T00:00:00,TPCP,GHCND:IDM00096615,8,0,0,Indonesia,TPCP
14,2010-01-01T00:00:00,TPCP,GHCND:IDM00096633,30,0,0,Indonesia,TPCP
15,2010-01-01T00:00:00,TPCP,GHCND:IDM00096655,239,0,0,Indonesia,TPCP
16,2010-01-01T00:00:00,TPCP,GHCND:IDM00096737,61,0,0,Indonesia,TPCP
17,2010-01-01T00:00:00,TPCP,GHCND:IDM00096739,561,0,0,Indonesia,TPCP
18,2010-01-01T00:00:00,TPCP,GHCND:IDM00096751,708,0,0,Indonesia,TPCP
19,2010-01-01T00:00:00,TPCP,GHCND:IDM00096797,157,0,0,Indonesia,TPCP
20,2010-01-01T00:00:00,TPCP,GHCND:IDM00096933,66,0,0,Indonesia,TPCP
21,2010-01-01T00:00:00,TPCP,GHCND:IDM00096935,8,0,0,Indonesia,TPCP
22,2010-01-01T00:00:00,TPCP,GHCND:IDM00096987,262,0,0,Indonesia,TPCP
23,2010-01-01T00:00:00,TPCP,GHCND:IDM00097028,264,0,0,Indonesia,TPCP
24,2010-01-01T00:00:00,TPCP,GHCND:IDM00097072,150,0,0,Indonesia,TPCP
25,2010-01-01T00:00:00,TPCP,GHCND:IDM00097126,279,0,0,Indonesia,TPCP
26,2010-01-01T00:00:00,TPCP,GHCND:IDM00097182,1028,0,0,Indonesia,TPCP
27,2010-01-01T00:00:00,TPCP,GHCND:IDM00097192,112,0,0,Indonesia,TPCP
28,2010-01-01T00:00:00,TPCP,GHCND:IDM00097240,183,0,0,Indonesia,TPCP
29,2010-01-01T00:00:00,TPCP,GHCND:IDM00097260,176,0,0,Indonesia,TPCP
30,2010-01-01T00:00:00,TPCP,GHCND:IDM00097270,119,0,0,Indonesia,TPCP
31,2010-01-01T00:00:00,TPCP,GHCND:IDM00097320,282,0,0,Indonesia,TPCP
32,2010-01-01T00:00:00,TPCP,GHCND:IDM00097406,140,0,0,Indonesia,TPCP
33,2010-01-01T00:00:00,TPCP,GHCND:IDM00097430,51,0,0,Indonesia,TPCP
34,2010-01-01T00:00:00,TPCP,GHCND:IDM00097530,119,0,0,Indonesia,TPCP
35,2010-01-01T00:00:00,TPCP,GHCND:IDM00097630,41,0,0,Indonesia,TPCP
36,2010-02-01T00:00:00,TPCP,GHCND:ID000096163,71,0,0,Indonesia,TPCP
37,2010-02-01T00:00:00,TPCP,GHCND:ID000097014,30,0,0,Indonesia,TPCP
38,2010-02-01T00:00:00,TPCP,GHCND:ID000097372,61,0,0,Indonesia,TPCP
39,2010-02-01T00:00:00,TPCP,GHCND:ID000097686,178,0,0,Indonesia,TPCP
40,2010-02-01T00:00:00,TPCP,GHCND:IDM00096171,81,0,0,Indonesia,TPCP
41,2010-02-01T00:00:00,TPCP,GHCND:IDM00096195,79,0,0,Indonesia,TPCP
42,2010-02-01T00:00:00,TPCP,GHCND:IDM00096221,270,0,0,Indonesia,TPCP
43,2010-02-01T00:00:00,TPCP,GHCND:IDM00096237,160,0,0,Indonesia,TPCP
44,2010-02-01T00:00:00,TPCP,GHCND:IDM00096253,780,0,0,Indonesia,TPCP
45,2010-02-01T00:00:00,TPCP,GHCND:IDM00096559,150,0,0,Indonesia,TPCP
46,2010-02-01T00:00:00,TPCP,GHCND:IDM00096685,102,0,0,Indonesia,TPCP
47,2010-02-01T00:00:00,TPCP,GHCND:IDM00096751,929,0,0,Indonesia,TPCP
48,2010-02-01T00:00:00,TPCP,GHCND:IDM00096837,259,0,0,Indonesia,TPCP
49,2010-02-01T00:00:00,TPCP,GHCND:IDM00097072,0,0,0,Indonesia,TPCP
50,2010-02-01T00:00:00,TPCP,GHCND:IDM00097126,61,0,0,Indonesia,TPCP
51,2010-02-01T00:00:00,TPCP,GHCND:IDM00097180,30,0,0,Indonesia,TPCP
52,2010-02-01T00:00:00,TPCP,GHCND:IDM00097230,81,0,0,Indonesia,TPCP
53,2010-03-01T00:00:00,TPCP,GHCND:ID000096745,147,0,0,Indonesia,TPCP
54,2010-03-01T00:00:00,TPCP,GHCND:ID000096925,330,0,0,Indonesia,TPCP
55,2010-03-01T00:00:00,TPCP,GHCND:ID000097686,420,0,0,Indonesia,TPCP
56,2010-03-01T00:00:00,TPCP,GHCND:ID000097690,20,0,0,Indonesia,TPCP
57,2010-03-01T00:00:00,TPCP,GHCND:ID000097724,13,0,0,Indonesia,TPCP
58,2010-03-01T00:00:00,TPCP,GHCND:IDM00096033,3,0,0,Indonesia,TPCP
59,2010-03-01T00:00:00,TPCP,GHCND:IDM00096075,170,0,0,Indonesia,TPCP
60,2010-03-01T00:00:00,TPCP,GHCND:IDM00096195,704,0,0,Indonesia,TPCP
61,2010-03-01T00:00:00,TPCP,GHCND:IDM00096221,650,0,0,Indonesia,TPCP
62,2010-03-01T00:00:00,TPCP,GHCND:IDM00096237,259,0,0,Indonesia,TPCP
63,2010-03-01T00:00:00,TPCP,GHCND:IDM00096253,0,0,0,Indonesia,TPCP
64,2010-03-01T00:00:00,TPCP,GHCND:IDM00096559,893,0,0,Indonesia,TPCP
65,2010-03-01T00:00:00,TPCP,GHCND:IDM00096607,206,0,0,Indonesia,TPCP
66,2010-03-01T00:00:00,TPCP,GHCND:IDM00096645,10,0,0,Indonesia,TPCP
67,2010-03-01T00:00:00,TPCP,GHCND:IDM00096655,191,0,0,Indonesia,TPCP
68,2010-03-01T00:00:00,TPCP,GHCND:IDM00096685,109,0,0,Indonesia,TPCP
69,2010-03-01T00:00:00,TPCP,GHCND:IDM00096797,269,0,0,Indonesia,TPCP
70,2010-03-01T00:00:00,TPCP,GHCND:IDM00096987,91,0,0,Indonesia,TPCP
71,2010-03-01T00:00:00,TPCP,GHCND:IDM00097530,20,0,0,Indonesia,TPCP
72,2010-04-01T00:00:00,TPCP,GHCND:ID000097014,102,0,0,Indonesia,TPCP
73,2010-04-01T00:00:00,TPCP,GHCND:ID000097560,20,0,0,Indonesia,TPCP
74,2010-04-01T00:00:00,TPCP,GHCND:ID000097686,320,0,0,Indonesia,TPCP
75,2010-04-01T00:00:00,TPCP,GHCND:ID000097690,241,0,0,Indonesia,TPCP
76,2010-04-01T00:00:00,TPCP,GHCND:IDM00096035,41,0,0,Indonesia,TPCP
77,2010-04-01T00:00:00,TPCP,GHCND:IDM00096075,188,0,0,Indonesia,TPCP
78,2010-04-01T00:00:00,TPCP,GHCND:IDM00096109,107,0,0,Indonesia,TPCP
79,2010-04-01T00:00:00,TPCP,GHCND:IDM00096253,41,0,0,Indonesia,TPCP
80,2010-04-01T00:00:00,TPCP,GHCND:IDM00096509,61,0,0,Indonesia,TPCP
81,2010-04-01T00:00:00,TPCP,GHCND:IDM00096607,140,0,0,Indonesia,TPCP
82,2010-04-01T00:00:00,TPCP,GHCND:IDM00096645,269,0,0,Indonesia,TPCP
83,2010-04-01T00:00:00,TPCP,GHCND:IDM00096655,1626,0,0,Indonesia,TPCP
84,2010-04-01T00:00:00,TPCP,GHCND:IDM00096685,1082,0,0,Indonesia,TPCP
85,2010-04-01T00:00:00,TPCP,GHCND:IDM00096933,71,0,0,Indonesia,TPCP
86,2010-04-01T00:00:00,TPCP,GHCND:IDM00097028,20,0,0,Indonesia,TPCP
87,2010-04-01T00:00:00,TPCP,GHCND:IDM00097048,279,0,0,Indonesia,TPCP
88,2010-04-01T00:00:00,TPCP,GHCND:IDM00097072,51,0,0,Indonesia,TPCP
89,2010-04-01T00:00:00,TPCP,GHCND:IDM00097086,0,0,0,Indonesia,TPCP
90,2010-04-01T00:00:00,TPCP,GHCND:IDM00097180,51,0,0,Indonesia,TPCP
91,2010-04-01T00:00:00,TPCP,GHCND:IDM00097182,269,0,0,Indonesia,TPCP
92,2010-04-01T00:00:00,TPCP,GHCND:IDM00097230,132,0,0,Indonesia,TPCP
93,2010-04-01T00:00:00,TPCP,GHCND:IDM00097240,20,0,0,Indonesia,TPCP
94,2010-04-01T00:00:00,TPCP,GHCND:IDM00097430,109,0,0,Indonesia,TPCP
95,2010-04-01T00:00:00,TPCP,GHCND:IDM00097630,610,0,0,Indonesia,TPCP
96,2010-05-01T00:00:00,TPCP,GHCND:ID000096805,122,0,0,Indonesia,TPCP
97,2010-05-01T00:00:00,TPCP,GHCND:ID000096925,313,0,0,Indonesia,TPCP
98,2010-05-01T00:00:00,TPCP,GHCND:ID000097014,130,0,0,Indonesia,TPCP
99,2010-05-01T00:00:00,TPCP,GHCND:ID000097372,1189,0,0,Indonesia,TPCP
100,2010-05-01T00:00:00,TPCP,GHCND:ID000097560,99,0,0,Indonesia,TPCP
101,2010-05-01T00:00:00,TPCP,GHCND:ID000097686,28,0,0,Indonesia,TPCP
102,2010-05-01T00:00:00,TPCP,GHCND:ID000097690,132,0,0,Indonesia,TPCP
103,2010-05-01T00:00:00,TPCP,GHCND:ID000097724,99,0,0,Indonesia,TPCP
104,2010-05-01T00:00:00,TPCP,GHCND:ID000097980,36,0,0,Indonesia,TPCP
105,2010-05-01T00:00:00,TPCP,GHCND:IDM00096035,181,0,0,Indonesia,TPCP
106,2010-05-01T00:00:00,TPCP,GHCND:IDM00096087,86,0,0,Indonesia,TPCP
107,2010-05-01T00:00:00,TPCP,GHCND:IDM00096091,650,0,0,Indonesia,TPCP
108,2010-05-01T00:00:00,TPCP,GHCND:IDM00096109,874,0,0,Indonesia,TPCP
109,2010-05-01T00:00:00,TPCP,GHCND:IDM00096249,191,0,0,Indonesia,TPCP
110,2010-05-01T00:00:00,TPCP,GHCND:IDM00096253,36,0,0,Indonesia,TPCP
111,2010-05-01T00:00:00,TPCP,GHCND:IDM00096581,18,0,0,Indonesia,TPCP
112,2010-05-01T00:00:00,TPCP,GHCND:IDM00096615,623,0,0,Indonesia,TPCP
113,2010-05-01T00:00:00,TPCP,GHCND:IDM00096645,412,0,0,Indonesia,TPCP
114,2010-05-01T00:00:00,TPCP,GHCND:IDM00096751,300,0,0,Indonesia,TPCP
115,2010-05-01T00:00:00,TPCP,GHCND:IDM00096987,41,0,0,Indonesia,TPCP
116,2010-05-01T00:00:00,TPCP,GHCND:IDM00097028,326,0,0,Indonesia,TPCP
117,2010-05-01T00:00:00,TPCP,GHCND:IDM00097086,381,0,0,Indonesia,TPCP
118,2010-05-01T00:00:00,TPCP,GHCND:IDM00097126,696,0,0,Indonesia,TPCP
119,2010-05-01T00:00:00,TPCP,GHCND:IDM00097182,130,0,0,Indonesia,TPCP
120,2010-05-01T00:00:00,TPCP,GHCND:IDM00097240,290,0,0,Indonesia,TPCP
121,2010-05-01T00:00:00,TPCP,GHCND:IDM00097300,216,0,0,Indonesia,TPCP
122,2010-05-01T00:00:00,TPCP,GHCND:IDM00097430,500,0,0,Indonesia,TPCP
123,2010-05-01T00:00:00,TPCP,GHCND:IDM00097630,454,0,0,Indonesia,TPCP
124,2010-06-01T00:00:00,TPCP,GHCND:ID000096073,58,0,0,Indonesia,TPCP
125,2010-06-01T00:00:00,TPCP,GHCND:ID000096145,780,0,0,Indonesia,TPCP
126,2010-06-01T00:00:00,TPCP,GHCND:ID000096163,409,0,0,Indonesia,TPCP
127,2010-06-01T00:00:00,TPCP,GHCND:ID000096745,0,0,0,Indonesia,TPCP
128,2010-06-01T00:00:00,TPCP,GHCND:ID000097560,183,0,0,Indonesia,TPCP
129,2010-06-01T00:00:00,TPCP,GHCND:ID000097900,0,0,0,Indonesia,TPCP
130,2010-06-01T00:00:00,TPCP,GHCND:ID000097980,13,0,0,Indonesia,TPCP
131,2010-06-01T00:00:00,TPCP,GHCND:IDM00096011,361,0,0,Indonesia,TPCP
132,2010-06-01T00:00:00,TPCP,GHCND:IDM00096035,30,0,0,Indonesia,TPCP
133,2010-06-01T00:00:00,TPCP,GHCND:IDM00096075,5,0,0,Indonesia,TPCP
134,2010-06-01T00:00:00,TPCP,GHCND:IDM00096091,1230,0,0,Indonesia,TPCP
135,2010-06-01T00:00:00,TPCP,GHCND:IDM00096171,43,0,0,Indonesia,TPCP
136,2010-06-01T00:00:00,TPCP,GHCND:IDM00096179,501,0,0,Indonesia,TPCP
137,2010-06-01T00:00:00,TPCP,GHCND:IDM00096237,79,0,0,Indonesia,TPCP
138,2010-06-01T00:00:00,TPCP,GHCND:IDM00096249,30,0,0,Indonesia,TPCP
139,2010-06-01T00:00:00,TPCP,GHCND:IDM00096253,922,0,0,Indonesia,TPCP
140,2010-06-01T00:00:00,TPCP,GHCND:IDM00096509,56,0,0,Indonesia,TPCP
141,2010-06-01T00:00:00,TPCP,GHCND:IDM00096529,10,0,0,Indonesia,TPCP
142,2010-06-01T00:00:00,TPCP,GHCND:IDM00096607,119,0,0,Indonesia,TPCP
143,2010-06-01T00:00:00,TPCP,GHCND:IDM00096615,450,0,0,Indonesia,TPCP
144,2010-06-01T00:00:00,TPCP,GHCND:IDM00096645,180,0,0,Indonesia,TPCP
145,2010-06-01T00:00:00,TPCP,GHCND:IDM00096655,41,0,0,Indonesia,TPCP
146,2010-06-01T00:00:00,TPCP,GHCND:IDM00096685,312,0,0,Indonesia,TPCP
147,2010-06-01T00:00:00,TPCP,GHCND:IDM00096739,20,0,0,Indonesia,TPCP
148,2010-06-01T00:00:00,TPCP,GHCND:IDM00096749,160,0,0,Indonesia,TPCP
149,2010-06-01T00:00:00,TPCP,GHCND:IDM00096791,13,0,0,Indonesia,TPCP
150,2010-06-01T00:00:00,TPCP,GHCND:IDM00097072,251,0,0,Indonesia,TPCP
151,2010-06-01T00:00:00,TPCP,GHCND:IDM00097126,145,0,0,Indonesia,TPCP
152,2010-06-01T00:00:00,TPCP,GHCND:IDM00097180,91,0,0,Indonesia,TPCP
153,2010-06-01T00:00:00,TPCP,GHCND:IDM00097182,41,0,0,Indonesia,TPCP
154,2010-06-01T00:00:00,TPCP,GHCND:IDM00097430,0,0,0,Indonesia,TPCP
155,2010-06-01T00:00:00,TPCP,GHCND:IDM00097630,1600,0,0,Indonesia,TPCP
156,2010-07-01T00:00:00,TPCP,GHCND:ID000096805,330,0,0,Indonesia,TPCP
157,2010-07-01T00:00:00,TPCP,GHCND:ID000096925,116,0,0,Indonesia,TPCP
158,2010-07-01T00:00:00,TPCP,GHCND:ID000097014,391,0,0,Indonesia,TPCP
159,2010-07-01T00:00:00,TPCP,GHCND:ID000097560,56,0,0,Indonesia,TPCP
160,2010-07-01T00:00:00,TPCP,GHCND:IDM00096033,224,0,0,Indonesia,TPCP
161,2010-07-01T00:00:00,TPCP,GHCND:IDM00096035,33,0,0,Indonesia,TPCP
162,2010-07-01T00:00:00,TPCP,GHCND:IDM00096075,130,0,0,Indonesia,TPCP
163,2010-07-01T00:00:00,TPCP,GHCND:IDM00096087,20,0,0,Indonesia,TPCP
164,2010-07-01T00:00:00,TPCP,GHCND:IDM00096179,229,0,0,Indonesia,TPCP
165,2010-07-01T00:00:00,TPCP,GHCND:IDM00096195,1191,0,0,Indonesia,TPCP
166,2010-07-01T00:00:00,TPCP,GHCND:IDM00096253,361,0,0,Indonesia,TPCP
167,2010-07-01T00:00:00,TPCP,GHCND:IDM00096509,378,0,0,Indonesia,TPCP
168,2010-07-01T00:00:00,TPCP,GHCND:IDM00096529,140,0,0,Indonesia,TPCP
169,2010-07-01T00:00:00,TPCP,GHCND:IDM00096607,15,0,0,Indonesia,TPCP
170,2010-07-01T00:00:00,TPCP,GHCND:IDM00096615,300,0,0,Indonesia,TPCP
171,2010-07-01T00:00:00,TPCP,GHCND:IDM00096655,81,0,0,Indonesia,TPCP
172,2010-07-01T00:00:00,TPCP,GHCND:IDM00096685,89,0,0,Indonesia,TPCP
173,2010-07-01T00:00:00,TPCP,GHCND:IDM00096749,185,0,0,Indonesia,TPCP
174,2010-07-01T00:00:00,TPCP,GHCND:IDM00096933,0,0,0,Indonesia,TPCP
175,2010-07-01T00:00:00,TPCP,GHCND:IDM00096987,0,0,0,Indonesia,TPCP
176,2010-07-01T00:00:00,TPCP,GHCND:IDM00097028,20,0,0,Indonesia,TPCP
177,2010-07-01T00:00:00,TPCP,GHCND:IDM00097072,81,0,0,Indonesia,TPCP
178,2010-07-01T00:00:00,TPCP,GHCND:IDM00097126,746,0,0,Indonesia,TPCP
179,2010-07-01T00:00:00,TPCP,GHCND:IDM00097570,231,0,0,Indonesia,TPCP
180,2010-08-01T00:00:00,TPCP,GHCND:ID000096163,340,0,0,Indonesia,TPCP
181,2010-08-01T00:00:00,TPCP,GHCND:ID000097014,507,0,0,Indonesia,TPCP
182,2010-08-01T00:00:00,TPCP,GHCND:ID000097560,249,0,0,Indonesia,TPCP
183,2010-08-01T00:00:00,TPCP,GHCND:ID000097686,15,0,0,Indonesia,TPCP
184,2010-08-01T00:00:00,TPCP,GHCND:ID000097690,91,0,0,Indonesia,TPCP
185,2010-08-01T00:00:00,TPCP,GHCND:ID000097724,340,0,0,Indonesia,TPCP
186,2010-08-01T00:00:00,TPCP,GHCND:ID000097900,511,0,0,Indonesia,TPCP
187,2010-08-01T00:00:00,TPCP,GHCND:IDM00096075,79,0,0,Indonesia,TPCP
188,2010-08-01T00:00:00,TPCP,GHCND:IDM00096087,102,0,0,Indonesia,TPCP
189,2010-08-01T00:00:00,TPCP,GHCND:IDM00096091,0,0,0,Indonesia,TPCP
190,2010-08-01T00:00:00,TPCP,GHCND:IDM00096253,61,0,0,Indonesia,TPCP
191,2010-08-01T00:00:00,TPCP,GHCND:IDM00096737,10,0,0,Indonesia,TPCP
192,2010-08-01T00:00:00,TPCP,GHCND:IDM00096751,81,0,0,Indonesia,TPCP
193,2010-08-01T00:00:00,TPCP,GHCND:IDM00096935,30,0,0,Indonesia,TPCP
194,2010-08-01T00:00:00,TPCP,GHCND:IDM00097028,89,0,0,Indonesia,TPCP
195,2010-08-01T00:00:00,TPCP,GHCND:IDM00097048,20,0,0,Indonesia,TPCP
196,2010-08-01T00:00:00,TPCP,GHCND:IDM00097072,15,0,0,Indonesia,TPCP
197,2010-08-01T00:00:00,TPCP,GHCND:IDM00097086,117,0,0,Indonesia,TPCP
198,2010-08-01T00:00:00,TPCP,GHCND:IDM00097126,929,0,0,Indonesia,TPCP
199,2010-08-01T00:00:00,TPCP,GHCND:IDM00097180,0,0,0,Indonesia,TPCP
200,2010-09-01T00:00:00,TPCP,GHCND:ID000096073,56,0,0,Indonesia,TPCP
201,2010-09-01T00:00:00,TPCP,GHCND:ID000096145,162,0,0,Indonesia,TPCP
202,2010-09-01T00:00:00,TPCP,GHCND:ID000096925,820,0,0,Indonesia,TPCP
203,2010-09-01T00:00:00,TPCP,GHCND:ID000097014,422,0,0,Indonesia,TPCP
204,2010-09-01T00:00:00,TPCP,GHCND:ID000097560,61,0,0,Indonesia,TPCP
205,2010-09-01T00:00:00,TPCP,GHCND:ID000097724,51,0,0,Indonesia,TPCP
206,2010-09-01T00:00:00,TPCP,GHCND:ID000097900,61,0,0,Indonesia,TPCP
207,2010-09-01T00:00:00,TPCP,GHCND:IDM00096033,89,0,0,Indonesia,TPCP
208,2010-09-01T00:00:00,TPCP,GHCND:IDM00096035,20,0,0,Indonesia,TPCP
209,2010-09-01T00:00:00,TPCP,GHCND:IDM00096075,20,0,0,Indonesia,TPCP
210,2010-09-01T00:00:00,TPCP,GHCND:IDM00096087,20,0,0,Indonesia,TPCP
211,2010-09-01T00:00:00,TPCP,GHCND:IDM00096091,902,0,0,Indonesia,TPCP
212,2010-09-01T00:00:00,TPCP,GHCND:IDM00096195,41,0,0,Indonesia,TPCP
213,2010-09-01T00:00:00,TPCP,GHCND:IDM00096237,36,0,0,Indonesia,TPCP
214,2010-09-01T00:00:00,TPCP,GHCND:IDM00096249,481,0,0,Indonesia,TPCP
215,2010-09-01T00:00:00,TPCP,GHCND:IDM00096253,61,0,0,Indonesia,TPCP
216,2010-09-01T00:00:00,TPCP,GHCND:IDM00096581,315,0,0,Indonesia,TPCP
217,2010-09-01T00:00:00,TPCP,GHCND:IDM00096607,300,0,0,Indonesia,TPCP
218,2010-09-01T00:00:00,TPCP,GHCND:IDM00096615,879,0,0,Indonesia,TPCP
219,2010-09-01T00:00:00,TPCP,GHCND:IDM00096655,5,0,0,Indonesia,TPCP
220,2010-09-01T00:00:00,TPCP,GHCND:IDM00096737,310,0,0,Indonesia,TPCP
221,2010-09-01T00:00:00,TPCP,GHCND:IDM00096751,790,0,0,Indonesia,TPCP
222,2010-09-01T00:00:00,TPCP,GHCND:IDM00096791,145,0,0,Indonesia,TPCP
223,2010-09-01T00:00:00,TPCP,GHCND:IDM00096797,10,0,0,Indonesia,TPCP
224,2010-09-01T00:00:00,TPCP,GHCND:IDM00096837,150,0,0,Indonesia,TPCP
225,2010-09-01T00:00:00,TPCP,GHCND:IDM00096839,378,0,0,Indonesia,TPCP
226,2010-09-01T00:00:00,TPCP,GHCND:IDM00096933,0,0,0,Indonesia,TPCP
227,2010-09-01T00:00:00,TPCP,GHCND:IDM00096935,51,0,0,Indonesia,TPCP
228,2010-09-01T00:00:00,TPCP,GHCND:IDM00097028,30,0,0,Indonesia,TPCP
229,2010-09-01T00:00:00,TPCP,GHCND:IDM00097048,71,0,0,Indonesia,TPCP
230,2010-09-01T00:00:00,TPCP,GHCND:IDM00097126,279,0,0,Indonesia,TPCP
231,2010-09-01T00:00:00,TPCP,GHCND:IDM00097180,15,0,0,Indonesia,TPCP
232,2010-09-01T00:00:00,TPCP,GHCND:IDM00097182,25,0,0,Indonesia,TPCP
233,2010-09-01T00:00:00,TPCP,GHCND:IDM00097240,300,0,0,Indonesia,TPCP
234,2010-09-01T00:00:00,TPCP,GHCND:IDM00097630,348,0,0,Indonesia,TPCP
235,2010-09-01T00:00:00,TPCP,GHCND:IDM00097796,201,0,0,Indonesia,TPCP
236,2010-10-01T00:00:00,TPCP,GHCND:ID000096145,1420,0,0,Indonesia,TPCP
237,2010-10-01T00:00:00,TPCP,GHCND:ID000096163,213,0,0,Indonesia,TPCP
238,2010-10-01T00:00:00,TPCP,GHCND:ID000096745,810,0,0,Indonesia,TPCP
239,2010-10-01T00:00:00,TPCP,GHCND:ID000096805,150,0,0,Indonesia,TPCP
240,2010-10-01T00:00:00,TPCP,GHCND:ID000096925,279,0,0,Indonesia,TPCP
241,2010-10-01T00:00:00,TPCP,GHCND:ID000097372,460,0,0,Indonesia,TPCP
242,2010-10-01T00:00:00,TPCP,GHCND:ID000097560,41,0,0,Indonesia,TPCP
243,2010-10-01T00:00:00,TPCP,GHCND:IDM00096015,518,0,0,Indonesia,TPCP
244,2010-10-01T00:00:00,TPCP,GHCND:IDM00096035,0,0,0,Indonesia,TPCP
245,2010-10-01T00:00:00,TPCP,GHCND:IDM00096179,5,0,0,Indonesia,TPCP
246,2010-10-01T00:00:00,TPCP,GHCND:IDM00096221,30,0,0,Indonesia,TPCP
247,2010-10-01T00:00:00,TPCP,GHCND:IDM00096253,747,0,0,Indonesia,TPCP
248,2010-10-01T00:00:00,TPCP,GHCND:IDM00096581,41,0,0,Indonesia,TPCP
249,2010-10-01T00:00:00,TPCP,GHCND:IDM00096607,623,0,0,Indonesia,TPCP
250,2010-10-01T00:00:00,TPCP,GHCND:IDM00096615,61,0,0,Indonesia,TPCP
251,2010-10-01T00:00:00,TPCP,GHCND:IDM00096645,71,0,0,Indonesia,TPCP
252,2010-10-01T00:00:00,TPCP,GHCND:IDM00096655,221,0,0,Indonesia,TPCP
253,2010-10-01T00:00:00,TPCP,GHCND:IDM00096685,630,0,0,Indonesia,TPCP
254,2010-10-01T00:00:00,TPCP,GHCND:IDM00096737,10,0,0,Indonesia,TPCP
255,2010-10-01T00:00:00,TPCP,GHCND:IDM00096751,122,0,0,Indonesia,TPCP
256,2010-10-01T00:00:00,TPCP,GHCND:IDM00096791,46,0,0,Indonesia,TPCP
257,2010-10-01T00:00:00,TPCP,GHCND:IDM00097028,1398,0,0,Indonesia,TPCP
258,2010-10-01T00:00:00,TPCP,GHCND:IDM00097072,20,0,0,Indonesia,TPCP
259,2010-10-01T00:00:00,TPCP,GHCND:IDM00097180,272,0,0,Indonesia,TPCP
260,2010-10-01T00:00:00,TPCP,GHCND:IDM00097240,10,0,0,Indonesia,TPCP
261,2010-10-01T00:00:00,TPCP,GHCND:IDM00097320,112,0,0,Indonesia,TPCP
262,2010-10-01T00:00:00,TPCP,GHCND:IDM00097630,229,0,0,Indonesia,TPCP
263,2010-10-01T00:00:00,TPCP,GHCND:IDM00097796,480,0,0,Indonesia,TPCP
264,2010-11-01T00:00:00,TPCP,GHCND:ID000096073,1524,0,0,Indonesia,TPCP
265,2010-11-01T00:00:00,TPCP,GHCND:ID000096145,1550,0,0,Indonesia,TPCP
266,2010-11-01T00:00:00,TPCP,GHCND:ID000096745,10,0,0,Indonesia,TPCP
267,2010-11-01T00:00:00,TPCP,GHCND:ID000096805,0,0,0,Indonesia,TPCP
268,2010-11-01T00:00:00,TPCP,GHCND:ID000097560,0,0,0,Indonesia,TPCP
269,2010-11-01T00:00:00,TPCP,GHCND:ID000097686,191,0,0,Indonesia,TPCP
270,2010-11-01T00:00:00,TPCP,GHCND:IDM00096009,25,0,0,Indonesia,TPCP
271,2010-11-01T00:00:00,TPCP,GHCND:IDM00096033,330,0,0,Indonesia,TPCP
272,2010-11-01T00:00:00,TPCP,GHCND:IDM00096035,61,0,0,Indonesia,TPCP
273,2010-11-01T00:00:00,TPCP,GHCND:IDM00096075,51,0,0,Indonesia,TPCP
274,2010-11-01T00:00:00,TPCP,GHCND:IDM00096087,119,0,0,Indonesia,TPCP
275,2010-11-01T00:00:00,TPCP,GHCND:IDM00096091,8,0,0,Indonesia,TPCP
276,2010-11-01T00:00:00,TPCP,GHCND:IDM00096109,107,0,0,Indonesia,TPCP
277,2010-11-01T00:00:00,TPCP,GHCND:IDM00096237,401,0,0,Indonesia,TPCP
278,2010-11-01T00:00:00,TPCP,GHCND:IDM00096249,89,0,0,Indonesia,TPCP
279,2010-11-01T00:00:00,TPCP,GHCND:IDM00096253,28,0,0,Indonesia,TPCP
280,2010-11-01T00:00:00,TPCP,GHCND:IDM00096295,10,0,0,Indonesia,TPCP
281,2010-11-01T00:00:00,TPCP,GHCND:IDM00096509,0,0,0,Indonesia,TPCP
282,2010-11-01T00:00:00,TPCP,GHCND:IDM00096581,290,0,0,Indonesia,TPCP
283,2010-11-01T00:00:00,TPCP,GHCND:IDM00096645,419,0,0,Indonesia,TPCP
284,2010-11-01T00:00:00,TPCP,GHCND:IDM00096749,81,0,0,Indonesia,TPCP
285,2010-11-01T00:00:00,TPCP,GHCND:IDM00096751,336,0,0,Indonesia,TPCP
