name/0/_xml:lang,name/0/__text,name/1/_xml:lang,name/1/__text,parameter/0/timerange/0/value/0/_unit,parameter/0/timerange/0/value/0/__text,parameter/0/timerange/0/_type,parameter/0/timerange/0/_h,parameter/0/timerange/0/_datetime,parameter/0/timerange/1/value/0/_unit,parameter/0/timerange/1/value/0/__text,parameter/0/timerange/1/_type,parameter/0/timerange/1/_h,parameter/0/timerange/1/_datetime,parameter/0/timerange/2/value/0/_unit,parameter/0/timerange/2/value/0/__text,parameter/0/timerange/2/_type,parameter/0/timerange/2/_h,parameter/0/timerange/2/_datetime,parameter/0/timerange/3/value/0/_unit,parameter/0/timerange/3/value/0/__text,parameter/0/timerange/3/_type,parameter/0/timerange/3/_h,parameter/0/timerange/3/_datetime,parameter/0/timerange/4/value/0/_unit,parameter/0/timerange/4/value/0/__text,parameter/0/timerange/4/_type,parameter/0/timerange/4/_h,parameter/0/timerange/4/_datetime,parameter/0/timerange/5/value/0/_unit,parameter/0/timerange/5/value/0/__text,parameter/0/timerange/5/_type,parameter/0/timerange/5/_h,parameter/0/timerange/5/_datetime,parameter/0/timerange/6/value/0/_unit,parameter/0/timerange/6/value/0/__text,parameter/0/timerange/6/_type,parameter/0/timerange/6/_h,parameter/0/timerange/6/_datetime,parameter/0/timerange/7/value/0/_unit,parameter/0/timerange/7/value/0/__text,parameter/0/timerange/7/_type,parameter/0/timerange/7/_h,parameter/0/timerange/7/_datetime,parameter/0/timerange/8/value/0/_unit,parameter/0/timerange/8/value/0/__text,parameter/0/timerange/8/_type,parameter/0/timerange/8/_h,parameter/0/timerange/8/_datetime,parameter/0/timerange/9/value/0/_unit,parameter/0/timerange/9/value/0/__text,parameter/0/timerange/9/_type,parameter/0/timerange/9/_h,parameter/0/timerange/9/_datetime,parameter/0/timerange/10/value/0/_unit,parameter/0/timerange/10/value/0/__text,parameter/0/timerange/10/_type,parameter/0/timerange/10/_h,parameter/0/timerange/10/_datetime,parameter/0/timerange/11/value/0/_unit,parameter/0/timerange/11/value/0/__text,parameter/0/timerange/11/_type,parameter/0/timerange/11/_h,parameter/0/timerange/11/_datetime,parameter/0/_id,parameter/0/_description,parameter/0/_type,parameter/1/timerange/0/value/0/_unit,parameter/1/timerange/0/value/0/__text,parameter/1/timerange/0/_type,parameter/1/timerange/0/_day,parameter/1/timerange/0/_datetime,parameter/1/timerange/1/value/0/_unit,parameter/1/timerange/1/value/0/__text,parameter/1/timerange/1/_type,parameter/1/timerange/1/_day,parameter/1/timerange/1/_datetime,parameter/1/timerange/2/value/0/_unit,parameter/1/timerange/2/value/0/__text,parameter/1/timerange/2/_type,parameter/1/timerange/2/_day,parameter/1/timerange/2/_datetime,parameter/1/_id,parameter/1/_description,parameter/1/_type,parameter/2/timerange/0/value/0/_unit,parameter/2/timerange/0/value/0/__text,parameter/2/timerange/0/value/1/_unit,parameter/2/timerange/0/value/1/__text,parameter/2/timerange/0/_type,parameter/2/timerange/0/_day,parameter/2/timerange/0/_datetime,parameter/2/timerange/1/value/0/_unit,parameter/2/timerange/1/value/0/__text,parameter/2/timerange/1/value/1/_unit,parameter/2/timerange/1/value/1/__text,parameter/2/timerange/1/_type,parameter/2/timerange/1/_day,parameter/2/timerange/1/_datetime,parameter/2/timerange/2/value/0/_unit,parameter/2/timerange/2/value/0/__text,parameter/2/timerange/2/value/1/_unit,parameter/2/timerange/2/value/1/__text,parameter/2/timerange/2/_type,parameter/2/timerange/2/_day,parameter/2/timerange/2/_datetime,parameter/2/_id,parameter/2/_description,parameter/2/_type,parameter/3/timerange/0/value/0/_unit,parameter/3/timerange/0/value/0/__text,parameter/3/timerange/0/_type,parameter/3/timerange/0/_day,parameter/3/timerange/0/_datetime,parameter/3/timerange/1/value/0/_unit,parameter/3/timerange/1/value/0/__text,parameter/3/timerange/1/_type,parameter/3/timerange/1/_day,parameter/3/timerange/1/_datetime,parameter/3/timerange/2/value/0/_unit,parameter/3/timerange/2/value/0/__text,parameter/3/timerange/2/_type,parameter/3/timerange/2/_day,parameter/3/timerange/2/_datetime,parameter/3/_id,parameter/3/_description,parameter/3/_type,parameter/4/timerange/0/value/0/_unit,parameter/4/timerange/0/value/0/__text,parameter/4/timerange/0/value/1/_unit,parameter/4/timerange/0/value/1/__text,parameter/4/timerange/0/_type,parameter/4/timerange/0/_day,parameter/4/timerange/0/_datetime,parameter/4/timerange/1/value/0/_unit,parameter/4/timerange/1/value/0/__text,parameter/4/timerange/1/value/1/_unit,parameter/4/timerange/1/value/1/__text,parameter/4/timerange/1/_type,parameter/4/timerange/1/_day,parameter/4/timerange/1/_datetime,parameter/4/timerange/2/value/0/_unit,parameter/4/timerange/2/value/0/__text,parameter/4/timerange/2/value/1/_unit,parameter/4/timerange/2/value/1/__text,parameter/4/timerange/2/_type,parameter/4/timerange/2/_day,parameter/4/timerange/2/_datetime,parameter/4/_id,parameter/4/_description,parameter/4/_type,parameter/5/timerange/0/value/0/_unit,parameter/5/timerange/0/value/0/__text,parameter/5/timerange/0/value/1/_unit,parameter/5/timerange/0/value/1/__text,parameter/5/timerange/0/_type,parameter/5/timerange/0/_h,parameter/5/timerange/0/_datetime,parameter/5/timerange/1/value/0/_unit,parameter/5/timerange/1/value/0/__text,parameter/5/timerange/1/value/1/_unit,parameter/5/timerange/1/value/1/__text,parameter/5/timerange/1/_type,parameter/5/timerange/1/_h,parameter/5/timerange/1/_datetime,parameter/5/timerange/2/value/0/_unit,parameter/5/timerange/2/value/0/__text,parameter/5/timerange/2/value/1/_unit,parameter/5/timerange/2/value/1/__text,parameter/5/timerange/2/_type,parameter/5/timerange/2/_h,parameter/5/timerange/2/_datetime,parameter/5/timerange/3/value/0/_unit,parameter/5/timerange/3/value/0/__text,parameter/5/timerange/3/value/1/_unit,parameter/5/timerange/3/value/1/__text,parameter/5/timerange/3/_type,parameter/5/timerange/3/_h,parameter/5/timerange/3/_datetime,parameter/5/timerange/4/value/0/_unit,parameter/5/timerange/4/value/0/__text,parameter/5/timerange/4/value/1/_unit,parameter/5/timerange/4/value/1/__text,parameter/5/timerange/4/_type,parameter/5/timerange/4/_h,parameter/5/timerange/4/_datetime,parameter/5/timerange/5/value/0/_unit,parameter/5/timerange/5/value/0/__text,parameter/5/timerange/5/value/1/_unit,parameter/5/timerange/5/value/1/__text,parameter/5/timerange/5/_type,parameter/5/timerange/5/_h,parameter/5/timerange/5/_datetime,parameter/5/timerange/6/value/0/_unit,parameter/5/timerange/6/value/0/__text,parameter/5/timerange/6/value/1/_unit,parameter/5/timerange/6/value/1/__text,parameter/5/timerange/6/_type,parameter/5/timerange/6/_h,parameter/5/timerange/6/_datetime,parameter/5/timerange/7/value/0/_unit,parameter/5/timerange/7/value/0/__text,parameter/5/timerange/7/value/1/_unit,parameter/5/timerange/7/value/1/__text,parameter/5/timerange/7/_type,parameter/5/timerange/7/_h,parameter/5/timerange/7/_datetime,parameter/5/timerange/8/value/0/_unit,parameter/5/timerange/8/value/0/__text,parameter/5/timerange/8/value/1/_unit,parameter/5/timerange/8/value/1/__text,parameter/5/timerange/8/_type,parameter/5/timerange/8/_h,parameter/5/timerange/8/_datetime,parameter/5/timerange/9/value/0/_unit,parameter/5/timerange/9/value/0/__text,parameter/5/timerange/9/value/1/_unit,parameter/5/timerange/9/value/1/__text,parameter/5/timerange/9/_type,parameter/5/timerange/9/_h,parameter/5/timerange/9/_datetime,parameter/5/timerange/10/value/0/_unit,parameter/5/timerange/10/value/0/__text,parameter/5/timerange/10/value/1/_unit,parameter/5/timerange/10/value/1/__text,parameter/5/timerange/10/_type,parameter/5/timerange/10/_h,parameter/5/timerange/10/_datetime,parameter/5/timerange/11/value/0/_unit,parameter/5/timerange/11/value/0/__text,parameter/5/timerange/11/value/1/_unit,parameter/5/timerange/11/value/1/__text,parameter/5/timerange/11/_type,parameter/5/timerange/11/_h,parameter/5/timerange/11/_datetime,parameter/5/_id,parameter/5/_description,parameter/5/_type,parameter/6/timerange/0/value/0/_unit,parameter/6/timerange/0/value/0/__text,parameter/6/timerange/0/_type,parameter/6/timerange/0/_h,parameter/6/timerange/0/_datetime,parameter/6/timerange/1/value/0/_unit,parameter/6/timerange/1/value/0/__text,parameter/6/timerange/1/_type,parameter/6/timerange/1/_h,parameter/6/timerange/1/_datetime,parameter/6/timerange/2/value/0/_unit,parameter/6/timerange/2/value/0/__text,parameter/6/timerange/2/_type,parameter/6/timerange/2/_h,parameter/6/timerange/2/_datetime,parameter/6/timerange/3/value/0/_unit,parameter/6/timerange/3/value/0/__text,parameter/6/timerange/3/_type,parameter/6/timerange/3/_h,parameter/6/timerange/3/_datetime,parameter/6/timerange/4/value/0/_unit,parameter/6/timerange/4/value/0/__text,parameter/6/timerange/4/_type,parameter/6/timerange/4/_h,parameter/6/timerange/4/_datetime,parameter/6/timerange/5/value/0/_unit,parameter/6/timerange/5/value/0/__text,parameter/6/timerange/5/_type,parameter/6/timerange/5/_h,parameter/6/timerange/5/_datetime,parameter/6/timerange/6/value/0/_unit,parameter/6/timerange/6/value/0/__text,parameter/6/timerange/6/_type,parameter/6/timerange/6/_h,parameter/6/timerange/6/_datetime,parameter/6/timerange/7/value/0/_unit,parameter/6/timerange/7/value/0/__text,parameter/6/timerange/7/_type,parameter/6/timerange/7/_h,parameter/6/timerange/7/_datetime,parameter/6/timerange/8/value/0/_unit,parameter/6/timerange/8/value/0/__text,parameter/6/timerange/8/_type,parameter/6/timerange/8/_h,parameter/6/timerange/8/_datetime,parameter/6/timerange/9/value/0/_unit,parameter/6/timerange/9/value/0/__text,parameter/6/timerange/9/_type,parameter/6/timerange/9/_h,parameter/6/timerange/9/_datetime,parameter/6/timerange/10/value/0/_unit,parameter/6/timerange/10/value/0/__text,parameter/6/timerange/10/_type,parameter/6/timerange/10/_h,parameter/6/timerange/10/_datetime,parameter/6/timerange/11/value/0/_unit,parameter/6/timerange/11/value/0/__text,parameter/6/timerange/11/_type,parameter/6/timerange/11/_h,parameter/6/timerange/11/_datetime,parameter/6/_id,parameter/6/_description,parameter/6/_type,parameter/7/timerange/0/value/0/_unit,parameter/7/timerange/0/value/0/__text,parameter/7/timerange/0/value/1/_unit,parameter/7/timerange/0/value/1/__text,parameter/7/timerange/0/value/2/_unit,parameter/7/timerange/0/value/2/__text,parameter/7/timerange/0/_type,parameter/7/timerange/0/_h,parameter/7/timerange/0/_datetime,parameter/7/timerange/1/value/0/_unit,parameter/7/timerange/1/value/0/__text,parameter/7/timerange/1/value/1/_unit,parameter/7/timerange/1/value/1/__text,parameter/7/timerange/1/value/2/_unit,parameter/7/timerange/1/value/2/__text,parameter/7/timerange/1/_type,parameter/7/timerange/1/_h,parameter/7/timerange/1/_datetime,parameter/7/timerange/2/value/0/_unit,parameter/7/timerange/2/value/0/__text,parameter/7/timerange/2/value/1/_unit,parameter/7/timerange/2/value/1/__text,parameter/7/timerange/2/value/2/_unit,parameter/7/timerange/2/value/2/__text,parameter/7/timerange/2/_type,parameter/7/timerange/2/_h,parameter/7/timerange/2/_datetime,parameter/7/timerange/3/value/0/_unit,parameter/7/timerange/3/value/0/__text,parameter/7/timerange/3/value/1/_unit,parameter/7/timerange/3/value/1/__text,parameter/7/timerange/3/value/2/_unit,parameter/7/timerange/3/value/2/__text,parameter/7/timerange/3/_type,parameter/7/timerange/3/_h,parameter/7/timerange/3/_datetime,parameter/7/timerange/4/value/0/_unit,parameter/7/timerange/4/value/0/__text,parameter/7/timerange/4/value/1/_unit,parameter/7/timerange/4/value/1/__text,parameter/7/timerange/4/value/2/_unit,parameter/7/timerange/4/value/2/__text,parameter/7/timerange/4/_type,parameter/7/timerange/4/_h,parameter/7/timerange/4/_datetime,parameter/7/timerange/5/value/0/_unit,parameter/7/timerange/5/value/0/__text,parameter/7/timerange/5/value/1/_unit,parameter/7/timerange/5/value/1/__text,parameter/7/timerange/5/value/2/_unit,parameter/7/timerange/5/value/2/__text,parameter/7/timerange/5/_type,parameter/7/timerange/5/_h,parameter/7/timerange/5/_datetime,parameter/7/timerange/6/value/0/_unit,parameter/7/timerange/6/value/0/__text,parameter/7/timerange/6/value/1/_unit,parameter/7/timerange/6/value/1/__text,parameter/7/timerange/6/value/2/_unit,parameter/7/timerange/6/value/2/__text,parameter/7/timerange/6/_type,parameter/7/timerange/6/_h,parameter/7/timerange/6/_datetime,parameter/7/timerange/7/value/0/_unit,parameter/7/timerange/7/value/0/__text,parameter/7/timerange/7/value/1/_unit,parameter/7/timerange/7/value/1/__text,parameter/7/timerange/7/value/2/_unit,parameter/7/timerange/7/value/2/__text,parameter/7/timerange/7/_type,parameter/7/timerange/7/_h,parameter/7/timerange/7/_datetime,parameter/7/timerange/8/value/0/_unit,parameter/7/timerange/8/value/0/__text,parameter/7/timerange/8/value/1/_unit,parameter/7/timerange/8/value/1/__text,parameter/7/timerange/8/value/2/_unit,parameter/7/timerange/8/value/2/__text,parameter/7/timerange/8/_type,parameter/7/timerange/8/_h,parameter/7/timerange/8/_datetime,parameter/7/timerange/9/value/0/_unit,parameter/7/timerange/9/value/0/__text,parameter/7/timerange/9/value/1/_unit,parameter/7/timerange/9/value/1/__text,parameter/7/timerange/9/value/2/_unit,parameter/7/timerange/9/value/2/__text,parameter/7/timerange/9/_type,parameter/7/timerange/9/_h,parameter/7/timerange/9/_datetime,parameter/7/timerange/10/value/0/_unit,parameter/7/timerange/10/value/0/__text,parameter/7/timerange/10/value/1/_unit,parameter/7/timerange/10/value/1/__text,parameter/7/timerange/10/value/2/_unit,parameter/7/timerange/10/value/2/__text,parameter/7/timerange/10/_type,parameter/7/timerange/10/_h,parameter/7/timerange/10/_datetime,parameter/7/timerange/11/value/0/_unit,parameter/7/timerange/11/value/0/__text,parameter/7/timerange/11/value/1/_unit,parameter/7/timerange/11/value/1/__text,parameter/7/timerange/11/value/2/_unit,parameter/7/timerange/11/value/2/__text,parameter/7/timerange/11/_type,parameter/7/timerange/11/_h,parameter/7/timerange/11/_datetime,parameter/7/_id,parameter/7/_description,parameter/7/_type,parameter/8/timerange/0/value/0/_unit,parameter/8/timerange/0/value/0/__text,parameter/8/timerange/0/value/1/_unit,parameter/8/timerange/0/value/1/__text,parameter/8/timerange/0/value/2/_unit,parameter/8/timerange/0/value/2/__text,parameter/8/timerange/0/value/3/_unit,parameter/8/timerange/0/value/3/__text,parameter/8/timerange/0/_type,parameter/8/timerange/0/_h,parameter/8/timerange/0/_datetime,parameter/8/timerange/1/value/0/_unit,parameter/8/timerange/1/value/0/__text,parameter/8/timerange/1/value/1/_unit,parameter/8/timerange/1/value/1/__text,parameter/8/timerange/1/value/2/_unit,parameter/8/timerange/1/value/2/__text,parameter/8/timerange/1/value/3/_unit,parameter/8/timerange/1/value/3/__text,parameter/8/timerange/1/_type,parameter/8/timerange/1/_h,parameter/8/timerange/1/_datetime,parameter/8/timerange/2/value/0/_unit,parameter/8/timerange/2/value/0/__text,parameter/8/timerange/2/value/1/_unit,parameter/8/timerange/2/value/1/__text,parameter/8/timerange/2/value/2/_unit,parameter/8/timerange/2/value/2/__text,parameter/8/timerange/2/value/3/_unit,parameter/8/timerange/2/value/3/__text,parameter/8/timerange/2/_type,parameter/8/timerange/2/_h,parameter/8/timerange/2/_datetime,parameter/8/timerange/3/value/0/_unit,parameter/8/timerange/3/value/0/__text,parameter/8/timerange/3/value/1/_unit,parameter/8/timerange/3/value/1/__text,parameter/8/timerange/3/value/2/_unit,parameter/8/timerange/3/value/2/__text,parameter/8/timerange/3/value/3/_unit,parameter/8/timerange/3/value/3/__text,parameter/8/timerange/3/_type,parameter/8/timerange/3/_h,parameter/8/timerange/3/_datetime,parameter/8/timerange/4/value/0/_unit,parameter/8/timerange/4/value/0/__text,parameter/8/timerange/4/value/1/_unit,parameter/8/timerange/4/value/1/__text,parameter/8/timerange/4/value/2/_unit,parameter/8/timerange/4/value/2/__text,parameter/8/timerange/4/value/3/_unit,parameter/8/timerange/4/value/3/__text,parameter/8/timerange/4/_type,parameter/8/timerange/4/_h,parameter/8/timerange/4/_datetime,parameter/8/timerange/5/value/0/_unit,parameter/8/timerange/5/value/0/__text,parameter/8/timerange/5/value/1/_unit,parameter/8/timerange/5/value/1/__text,parameter/8/timerange/5/value/2/_unit,parameter/8/timerange/5/value/2/__text,parameter/8/timerange/5/value/3/_unit,parameter/8/timerange/5/value/3/__text,parameter/8/timerange/5/_type,parameter/8/timerange/5/_h,parameter/8/timerange/5/_datetime,parameter/8/timerange/6/value/0/_unit,parameter/8/timerange/6/value/0/__text,parameter/8/timerange/6/value/1/_unit,parameter/8/timerange/6/value/1/__text,parameter/8/timerange/6/value/2/_unit,parameter/8/timerange/6/value/2/__text,parameter/8/timerange/6/value/3/_unit,parameter/8/timerange/6/value/3/__text,parameter/8/timerange/6/_type,parameter/8/timerange/6/_h,parameter/8/timerange/6/_datetime,parameter/8/timerange/7/value/0/_unit,parameter/8/timerange/7/value/0/__text,parameter/8/timerange/7/value/1/_unit,parameter/8/timerange/7/value/1/__text,parameter/8/timerange/7/value/2/_unit,parameter/8/timerange/7/value/2/__text,parameter/8/timerange/7/value/3/_unit,parameter/8/timerange/7/value/3/__text,parameter/8/timerange/7/_type,parameter/8/timerange/7/_h,parameter/8/timerange/7/_datetime,parameter/8/timerange/8/value/0/_unit,parameter/8/timerange/8/value/0/__text,parameter/8/timerange/8/value/1/_unit,parameter/8/timerange/8/value/1/__text,parameter/8/timerange/8/value/2/_unit,parameter/8/timerange/8/value/2/__text,parameter/8/timerange/8/value/3/_unit,parameter/8/timerange/8/value/3/__text,parameter/8/timerange/8/_type,parameter/8/timerange/8/_h,parameter/8/timerange/8/_datetime,parameter/8/timerange/9/value/0/_unit,parameter/8/timerange/9/value/0/__text,parameter/8/timerange/9/value/1/_unit,parameter/8/timerange/9/value/1/__text,parameter/8/timerange/9/value/2/_unit,parameter/8/timerange/9/value/2/__text,parameter/8/timerange/9/value/3/_unit,parameter/8/timerange/9/value/3/__text,parameter/8/timerange/9/_type,parameter/8/timerange/9/_h,parameter/8/timerange/9/_datetime,parameter/8/timerange/10/value/0/_unit,parameter/8/timerange/10/value/0/__text,parameter/8/timerange/10/value/1/_unit,parameter/8/timerange/10/value/1/__text,parameter/8/timerange/10/value/2/_unit,parameter/8/timerange/10/value/2/__text,parameter/8/timerange/10/value/3/_unit,parameter/8/timerange/10/value/3/__text,parameter/8/timerange/10/_type,parameter/8/timerange/10/_h,parameter/8/timerange/10/_datetime,parameter/8/timerange/11/value/0/_unit,parameter/8/timerange/11/value/0/__text,parameter/8/timerange/11/value/1/_unit,parameter/8/timerange/11/value/1/__text,parameter/8/timerange/11/value/2/_unit,parameter/8/timerange/11/value/2/__text,parameter/8/timerange/11/value/3/_unit,parameter/8/timerange/11/value/3/__text,parameter/8/timerange/11/_type,parameter/8/timerange/11/_h,parameter/8/timerange/11/_datetime,parameter/8/_id,parameter/8/_description,parameter/8/_type,_id,_latitude,_longitude,_coordinate,_type,_region,_level,_description,_domain,_tags
en_US,Bangkalan,id_ID,Kab. Bangkalan,%,90,hourly,0,202403150000,%,65,hourly,6,202403150600,%,90,hourly,12,202403151200,%,90,hourly,18,202403151800,%,90,hourly,24,202403160000,%,65,hourly,30,202403160600,%,85,hourly,36,202403161200,%,90,hourly,42,202403161800,%,95,hourly,48,202403170000,%,75,hourly,54,202403170600,%,90,hourly,60,202403171200,%,100,hourly,66,202403171800,hu,Humidity,hourly,%,95,daily,20240315,202403151200,%,95,daily,20240316,202403161200,%,95,daily,20240317,202403171200,humax,Max humidity,daily,C,30,F,86,daily,20240315,202403151200,C,29,F,84.2,daily,20240316,202403161200,C,31,F,87.8,daily,20240317,202403171200,tmax,Max temperature,daily,%,65,daily,20240315,202403151200,%,65,daily,20240316,202403161200,%,75,daily,20240317,202403171200,humin,Min humidity,daily,C,25,F,77,daily,20240315,202403151200,C,25,F,77,daily,20240316,202403161200,C,25,F,77,daily,20240317,202403171200,tmin,Min temperature,daily,C,26,F,78.8,hourly,0,202403150000,C,30,F,86,hourly,6,202403150600,C,26,F,78.8,hourly,12,202403151200,C,25,F,77,hourly,18,202403151800,C,26,F,78.8,hourly,24,202403160000,C,29,F,84.2,hourly,30,202403160600,C,25,F,77,hourly,36,202403161200,C,25,F,77,hourly,42,202403161800,C,26,F,78.8,hourly,48,202403170000,C,31,F,87.8,hourly,54,202403170600,C,26,F,78.8,hourly,60,202403171200,C,25,F,77,hourly,66,202403171800,t,Temperature,hourly,icon,3,hourly,0,202403150000,icon,95,hourly,6,202403150600,icon,60,hourly,12,202403151200,icon,60,hourly,18,202403151800,icon,3,hourly,24,202403160000,icon,95,hourly,30,202403160600,icon,1,hourly,36,202403161200,icon,1,hourly,42,202403161800,icon,1,hourly,48,202403170000,icon,60,hourly,54,202403170600,icon,3,hourly,60,202403171200,icon,95,hourly,66,202403171800,weather,Weather,hourly,deg,292.5,CARD,WNW,SEXA,29230,hourly,0,202403150000,deg,292.5,CARD,WNW,SEXA,29230,hourly,6,202403150600,deg,292.5,CARD,WNW,SEXA,29230,hourly,12,202403151200,deg,292.5,CARD,WNW,SEXA,29230,hourly,18,202403151800,deg,292.5,CARD,WNW,SEXA,29230,hourly,24,202403160000,deg,292.5,CARD,WNW,SEXA,29230,hourly,30,202403160600,deg,292.5,CARD,WNW,SEXA,29230,hourly,36,202403161200,deg,292.5,CARD,WNW,SEXA,29230,hourly,42,202403161800,deg,292.5,CARD,WNW,SEXA,29230,hourly,48,202403170000,deg,292.5,CARD,WNW,SEXA,29230,hourly,54,202403170600,deg,292.5,CARD,WNW,SEXA,29230,hourly,60,202403171200,deg,292.5,CARD,WNW,SEXA,29230,hourly,66,202403171800,wd,Wind direction,hourly,Kt,15,MPH,17.26169175,KPH,27.78,MS,7.71666666,hourly,0,202403150000,Kt,20,MPH,23.015589,KPH,37.04,MS,10.28888888,hourly,6,202403150600,Kt,15,MPH,17.26169175,KPH,27.78,MS,7.71666666,hourly,12,202403151200,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,18,202403151800,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,24,202403160000,Kt,15,MPH,17.26169175,KPH,27.78,MS,7.71666666,hourly,30,202403160600,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,36,202403161200,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,42,202403161800,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,48,202403170000,Kt,15,MPH,17.26169175,KPH,27.78,MS,7.71666666,hourly,54,202403170600,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,60,202403171200,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,66,202403171800,ws,Wind speed,hourly,501272,-7.033333333,112.7667,112.7667 -7.033333333,land,,1,Bangkalan,Jawa Timur,
en_US,Banyuwangi,id_ID,Kab. Banyuwangi,%,85,hourly,0,202403150000,%,65,hourly,6,202403150600,%,90,hourly,12,202403151200,%,95,hourly,18,202403151800,%,85,hourly,24,202403160000,%,75,hourly,30,202403160600,%,85,hourly,36,202403161200,%,95,hourly,42,202403161800,%,80,hourly,48,202403170000,%,70,hourly,54,202403170600,%,95,hourly,60,202403171200,%,95,hourly,66,202403171800,hu,Humidity,hourly,%,100,daily,20240315,202403151200,%,95,daily,20240316,202403161200,%,95,daily,20240317,202403171200,humax,Max humidity,daily,C,30,F,86,daily,20240315,202403151200,C,29,F,84.2,daily,20240316,202403161200,C,31,F,87.8,daily,20240317,202403171200,tmax,Max temperature,daily,%,65,daily,20240315,202403151200,%,75,daily,20240316,202403161200,%,70,daily,20240317,202403171200,humin,Min humidity,daily,C,25,F,77,daily,20240315,202403151200,C,25,F,77,daily,20240316,202403161200,C,24,F,75.2,daily,20240317,202403171200,tmin,Min temperature,daily,C,26,F,78.8,hourly,0,202403150000,C,30,F,86,hourly,6,202403150600,C,25,F,77,hourly,12,202403151200,C,25,F,77,hourly,18,202403151800,C,26,F,78.8,hourly,24,202403160000,C,29,F,84.2,hourly,30,202403160600,C,26,F,78.8,hourly,36,202403161200,C,25,F,77,hourly,42,202403161800,C,27,F,80.6,hourly,48,202403170000,C,31,F,87.8,hourly,54,202403170600,C,25,F,77,hourly,60,202403171200,C,25,F,77,hourly,66,202403171800,t,Temperature,hourly,icon,3,hourly,0,202403150000,icon,95,hourly,6,202403150600,icon,1,hourly,12,202403151200,icon,60,hourly,18,202403151800,icon,1,hourly,24,202403160000,icon,3,hourly,30,202403160600,icon,95,hourly,36,202403161200,icon,1,hourly,42,202403161800,icon,1,hourly,48,202403170000,icon,60,hourly,54,202403170600,icon,3,hourly,60,202403171200,icon,1,hourly,66,202403171800,weather,Weather,hourly,deg,292.5,CARD,WNW,SEXA,29230,hourly,0,202403150000,deg,270,CARD,W,SEXA,27000,hourly,6,202403150600,deg,270,CARD,W,SEXA,27000,hourly,12,202403151200,deg,292.5,CARD,WNW,SEXA,29230,hourly,18,202403151800,deg,292.5,CARD,WNW,SEXA,29230,hourly,24,202403160000,deg,292.5,CARD,WNW,SEXA,29230,hourly,30,202403160600,deg,292.5,CARD,WNW,SEXA,29230,hourly,36,202403161200,deg,292.5,CARD,WNW,SEXA,29230,hourly,42,202403161800,deg,292.5,CARD,WNW,SEXA,29230,hourly,48,202403170000,deg,292.5,CARD,WNW,SEXA,29230,hourly,54,202403170600,deg,0,CARD,VARIABLE,SEXA,000,hourly,60,202403171200,deg,292.5,CARD,WNW,SEXA,29230,hourly,66,202403171800,wd,Wind direction,hourly,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,0,202403150000,Kt,15,MPH,17.26169175,KPH,27.78,MS,7.71666666,hourly,6,202403150600,Kt,15,MPH,17.26169175,KPH,27.78,MS,7.71666666,hourly,12,202403151200,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,18,202403151800,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,24,202403160000,Kt,15,MPH,17.26169175,KPH,27.78,MS,7.71666666,hourly,30,202403160600,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,36,202403161200,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,42,202403161800,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,48,202403170000,Kt,15,MPH,17.26169175,KPH,27.78,MS,7.71666666,hourly,54,202403170600,Kt,0,MPH,0,KPH,0,MS,0,hourly,60,202403171200,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,66,202403171800,ws,Wind speed,hourly,501273,-8.216666667,114.35,114.35 -8.216666667,land,,1,Banyuwangi,Jawa Timur,
